geometry_id,layer_type,origin_geometry_id,origin_sa2_code,origin_sa2_name,origin_sa2_reference_name,destination_geometry_id,destination_sa2_code,destination_sa2_name,destination_sa2_reference_name,point1_latitude,point1_longitude,point2_latitude,point2_longitude,people_count,people_count_rank,arc_line_width_m,arc_opacity,arc_count_band,arc_count_band_sort_order,arc_source_color_value,arc_target_color_value,arc_base_color_hex,arc_source_color_rgba,arc_target_color_rgba,count_2023_work_at_home,count_2023_drive_a_private_car_truck_or_van,count_2023_drive_a_company_car_truck_or_van,count_2023_passenger_in_a_car_truck_van_or_company_bus,count_2023_public_bus,count_2023_train,count_2023_bicycle,count_2023_walk_or_jog,count_2023_ferry,count_2023_other,count_2023_total_stated,origin_has_geometry,destination_has_geometry,has_origin_point,has_destination_point,has_both_points,is_same_sa2,arc_is_valid,tooltip_html
sa2_od_182900__179001,arc,sa2_182900,182900,Cambridge Park-River Garden,Cambridge Park-River Garden,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.90135657946397,175.44969248227366,-37.78104233118879,175.27616726213907,12,1285,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,12,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Cambridge Park-River Garden (182900)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 12</span></div>
sa2_od_182900__179202,arc,sa2_182900,182900,Cambridge Park-River Garden,Cambridge Park-River Garden,sa2_179202,179202,Ruakura,Ruakura,-37.90135657946397,175.44969248227366,-37.77785711805331,175.32118550208628,12,1286,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,12,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Cambridge Park-River Garden (182900)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 12</span></div>
sa2_od_182900__179502,arc,sa2_182900,182900,Cambridge Park-River Garden,Cambridge Park-River Garden,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.90135657946397,175.44969248227366,-37.803065450668925,175.2764442885721,12,1287,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,12,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Cambridge Park-River Garden (182900)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 12</span></div>
sa2_od_183000__179202,arc,sa2_183000,183000,Oaklands-St Kilda,Oaklands-St Kilda,sa2_179202,179202,Ruakura,Ruakura,-37.87830147308448,175.4878858896392,-37.77785711805331,175.32118550208628,12,1288,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Oaklands-St Kilda (183000)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 12</span></div>
sa2_od_183101__178901,arc,sa2_183101,183101,Pukerimu,Pukerimu,sa2_178901,178901,Frankton Junction,Frankton Junction,-37.94008267207148,175.45168959352208,-37.79592696152542,175.26300437719928,12,1289,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,6,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Pukerimu (183101)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 12</span></div>
sa2_od_183200__178901,arc,sa2_183200,183200,Cambridge Central,Cambridge Central,sa2_178901,178901,Frankton Junction,Frankton Junction,-37.892818882834575,175.4784728568191,-37.79592696152542,175.26300437719928,12,1290,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Cambridge Central (183200)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 12</span></div>
sa2_od_183300__179001,arc,sa2_183300,183300,Te Awamutu North,Te Awamutu North,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-38.000088760814826,175.32177555522128,-37.78104233118879,175.27616726213907,12,1291,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Te Awamutu North (183300)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 12</span></div>
sa2_od_183500__175201,arc,sa2_183500,183500,Leamington West,Leamington West,sa2_175201,175201,Te Rapa North,Te Rapa North,-37.90176958360142,175.470417410394,-37.730733787542825,175.21943573839124,12,1292,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,6,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Leamington West (183500)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 12</span></div>
sa2_od_183701__175201,arc,sa2_183701,183701,Leamington South,Leamington South,sa2_175201,175201,Te Rapa North,Te Rapa North,-37.91713383073586,175.47130443440497,-37.730733787542825,175.21943573839124,12,1293,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Leamington South (183701)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 12</span></div>
sa2_od_183800__179202,arc,sa2_183800,183800,Leamington Central,Leamington Central,sa2_179202,179202,Ruakura,Ruakura,-37.91053442354501,175.47246140712593,-37.77785711805331,175.32118550208628,12,1294,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,12,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Leamington Central (183800)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 12</span></div>
sa2_od_183800__179501,arc,sa2_183800,183800,Leamington Central,Leamington Central,sa2_179501,179501,Hamilton Lake North,Hamilton Lake North,-37.91053442354501,175.47246140712593,-37.794736982320806,175.27422958426394,12,1295,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,6,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Leamington Central (183800)</span><br><span>Destination SA2: Hamilton Lake North (179501)</span><br><span>People count: 12</span></div>
sa2_od_183900__179202,arc,sa2_183900,183900,Leamington East,Leamington East,sa2_179202,179202,Ruakura,Ruakura,-37.90291499644876,175.48298816144637,-37.77785711805331,175.32118550208628,12,1296,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Leamington East (183900)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 12</span></div>
sa2_od_183900__181200,arc,sa2_183900,183900,Leamington East,Leamington East,sa2_181200,181200,Riverlea,Riverlea,-37.90291499644876,175.48298816144637,-37.80516291834676,175.3249033775805,12,1297,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Leamington East (183900)</span><br><span>Destination SA2: Riverlea (181200)</span><br><span>People count: 12</span></div>
sa2_od_184100__178901,arc,sa2_184100,184100,Te Awamutu Central,Te Awamutu Central,sa2_178901,178901,Frankton Junction,Frankton Junction,-38.01021033182885,175.32638878289671,-37.79592696152542,175.26300437719928,12,1298,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Te Awamutu Central (184100)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 12</span></div>
sa2_od_184300__175201,arc,sa2_184300,184300,Fraser Street,Fraser Street,sa2_175201,175201,Te Rapa North,Te Rapa North,-38.02172340780294,175.32426247074488,-37.730733787542825,175.21943573839124,12,1299,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,6,6,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Fraser Street (184300)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 12</span></div>
sa2_od_184300__179001,arc,sa2_184300,184300,Fraser Street,Fraser Street,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-38.02172340780294,175.32426247074488,-37.78104233118879,175.27616726213907,12,1300,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,6,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Fraser Street (184300)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 12</span></div>
sa2_od_184900__178901,arc,sa2_184900,184900,Maungatautari,Maungatautari,sa2_178901,178901,Frankton Junction,Frankton Junction,-37.99001976230988,175.59740520653693,-37.79592696152542,175.26300437719928,12,1301,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,,6,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Maungatautari (184900)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 12</span></div>
sa2_od_185500__178901,arc,sa2_185500,185500,Otorohanga,Otorohanga,sa2_178901,178901,Frankton Junction,Frankton Junction,-38.18318615654238,175.21677232813286,-37.79592696152542,175.26300437719928,12,1302,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,6,6,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Otorohanga (185500)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 12</span></div>
sa2_od_185500__179401,arc,sa2_185500,185500,Otorohanga,Otorohanga,sa2_179401,179401,Hamilton Central,Hamilton Central,-38.18318615654238,175.21677232813286,-37.78937741033796,175.28276636339749,12,1303,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,,6,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Otorohanga (185500)</span><br><span>Destination SA2: Hamilton Central (179401)</span><br><span>People count: 12</span></div>
sa2_od_185700__178901,arc,sa2_185700,185700,Puniu,Puniu,sa2_178901,178901,Frankton Junction,Frankton Junction,-38.28518199280703,175.55136188714576,-37.79592696152542,175.26300437719928,12,1304,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,12,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Puniu (185700)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 12</span></div>
sa2_od_185800__176301,arc,sa2_185800,185800,Tirau,Tirau,sa2_176301,176301,Te Rapa South,Te Rapa South,-37.96658497547445,175.8066513403774,-37.75883079239065,175.23971391369508,12,1305,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Tirau (185800)</span><br><span>Destination SA2: Te Rapa South (176301)</span><br><span>People count: 12</span></div>
sa2_od_185800__179401,arc,sa2_185800,185800,Tirau,Tirau,sa2_179401,179401,Hamilton Central,Hamilton Central,-37.96658497547445,175.8066513403774,-37.78937741033796,175.28276636339749,12,1306,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,12,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Tirau (185800)</span><br><span>Destination SA2: Hamilton Central (179401)</span><br><span>People count: 12</span></div>
sa2_od_186000__176301,arc,sa2_186000,186000,Putaruru,Putaruru,sa2_176301,176301,Te Rapa South,Te Rapa South,-38.052939836052445,175.78466017246666,-37.75883079239065,175.23971391369508,12,1307,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,12,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Putaruru (186000)</span><br><span>Destination SA2: Te Rapa South (176301)</span><br><span>People count: 12</span></div>
sa2_od_186000__178901,arc,sa2_186000,186000,Putaruru,Putaruru,sa2_178901,178901,Frankton Junction,Frankton Junction,-38.052939836052445,175.78466017246666,-37.79592696152542,175.26300437719928,12,1308,109,0.281,Low (6-24),1,12,12,#fffecaff,"rgba(255, 250, 204, 0.202)","rgba(255, 254, 202, 0.281)",,9,,,,,,,,,12,True,True,True,True,True,False,True,<div><span>Origin SA2: Putaruru (186000)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 12</span></div>
sa2_od_170501__176301,arc,sa2_170501,170501,Pokeno North,Pokeno North,sa2_176301,176301,Te Rapa South,Te Rapa South,-37.23835581934722,175.02390770558748,-37.75883079239065,175.23971391369508,9,1309,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Pokeno North (170501)</span><br><span>Destination SA2: Te Rapa South (176301)</span><br><span>People count: 9</span></div>
sa2_od_170802__179401,arc,sa2_170802,170802,Te Kauwhata West,Te Kauwhata West,sa2_179401,179401,Hamilton Central,Hamilton Central,-37.40744432718182,175.13775943877383,-37.78937741033796,175.28276636339749,9,1310,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Te Kauwhata West (170802)</span><br><span>Destination SA2: Hamilton Central (179401)</span><br><span>People count: 9</span></div>
sa2_od_170803__178901,arc,sa2_170803,170803,Whangamarino,Whangamarino,sa2_178901,178901,Frankton Junction,Frankton Junction,-37.390593633428544,175.15393716701752,-37.79592696152542,175.26300437719928,9,1311,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Whangamarino (170803)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 9</span></div>
sa2_od_170901__179202,arc,sa2_170901,170901,Te Akau,Te Akau,sa2_179202,179202,Ruakura,Ruakura,-37.64497994019152,174.95240255085227,-37.77785711805331,175.32118550208628,9,1312,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Te Akau (170901)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 9</span></div>
sa2_od_171201__179001,arc,sa2_171201,171201,Huntly Rural,Huntly Rural,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.54226650321641,175.12264433306,-37.78104233118879,175.27616726213907,9,1313,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,12,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Huntly Rural (171201)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 9</span></div>
sa2_od_171201__179202,arc,sa2_171201,171201,Huntly Rural,Huntly Rural,sa2_179202,179202,Ruakura,Ruakura,-37.54226650321641,175.12264433306,-37.77785711805331,175.32118550208628,9,1314,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Huntly Rural (171201)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 9</span></div>
sa2_od_171201__179501,arc,sa2_171201,171201,Huntly Rural,Huntly Rural,sa2_179501,179501,Hamilton Lake North,Hamilton Lake North,-37.54226650321641,175.12264433306,-37.794736982320806,175.27422958426394,9,1315,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Huntly Rural (171201)</span><br><span>Destination SA2: Hamilton Lake North (179501)</span><br><span>People count: 9</span></div>
sa2_od_171300__175201,arc,sa2_171300,171300,Waerenga,Waerenga,sa2_175201,175201,Te Rapa North,Te Rapa North,-37.42381336953335,175.30851805275842,-37.730733787542825,175.21943573839124,9,1316,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Waerenga (171300)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 9</span></div>
sa2_od_171300__179401,arc,sa2_171300,171300,Waerenga,Waerenga,sa2_179401,179401,Hamilton Central,Hamilton Central,-37.42381336953335,175.30851805275842,-37.78937741033796,175.28276636339749,9,1317,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Waerenga (171300)</span><br><span>Destination SA2: Hamilton Central (179401)</span><br><span>People count: 9</span></div>
sa2_od_171501__179600,arc,sa2_171501,171501,Huntly East,Huntly East,sa2_179600,179600,Peachgrove,Peachgrove,-37.53759869395304,175.16712378597603,-37.78010349937266,175.3007564353992,9,1318,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Huntly East (171501)</span><br><span>Destination SA2: Peachgrove (179600)</span><br><span>People count: 9</span></div>
sa2_od_171502__179001,arc,sa2_171502,171502,Huntly South,Huntly South,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.56561665498623,175.1625215035611,-37.78104233118879,175.27616726213907,9,1319,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Huntly South (171502)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 9</span></div>
sa2_od_171803__179001,arc,sa2_171803,171803,Whale Bay,Whale Bay,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.83993635011605,174.85118239597688,-37.78104233118879,175.27616726213907,9,1320,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Whale Bay (171803)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 9</span></div>
sa2_od_171901__175601,arc,sa2_171901,171901,Taupiri-Lake Kainui,Taupiri-Lake Kainui,sa2_175601,175601,Rototuna North,Rototuna North,-37.65868892724576,175.189674841708,-37.71693650743849,175.26425230716092,9,1321,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Taupiri-Lake Kainui (171901)</span><br><span>Destination SA2: Rototuna North (175601)</span><br><span>People count: 9</span></div>
sa2_od_171901__179600,arc,sa2_171901,171901,Taupiri-Lake Kainui,Taupiri-Lake Kainui,sa2_179600,179600,Peachgrove,Peachgrove,-37.65868892724576,175.189674841708,-37.78010349937266,175.3007564353992,9,1322,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Taupiri-Lake Kainui (171901)</span><br><span>Destination SA2: Peachgrove (179600)</span><br><span>People count: 9</span></div>
sa2_od_172001__175601,arc,sa2_172001,172001,Ngaruawahia North,Ngaruawahia North,sa2_175601,175601,Rototuna North,Rototuna North,-37.65844703625376,175.15452340443358,-37.71693650743849,175.26425230716092,9,1323,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia North (172001)</span><br><span>Destination SA2: Rototuna North (175601)</span><br><span>People count: 9</span></div>
sa2_od_172001__179501,arc,sa2_172001,172001,Ngaruawahia North,Ngaruawahia North,sa2_179501,179501,Hamilton Lake North,Hamilton Lake North,-37.65844703625376,175.15452340443358,-37.794736982320806,175.27422958426394,9,1324,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia North (172001)</span><br><span>Destination SA2: Hamilton Lake North (179501)</span><br><span>People count: 9</span></div>
sa2_od_172100__176101,arc,sa2_172100,172100,Ngaruawahia Central,Ngaruawahia Central,sa2_176101,176101,Te Manatu,Te Manatu,-37.672151239508224,175.1537250893873,-37.72632025464198,175.28151309120796,9,1325,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia Central (172100)</span><br><span>Destination SA2: Te Manatu (176101)</span><br><span>People count: 9</span></div>
sa2_od_172100__179600,arc,sa2_172100,172100,Ngaruawahia Central,Ngaruawahia Central,sa2_179600,179600,Peachgrove,Peachgrove,-37.672151239508224,175.1537250893873,-37.78010349937266,175.3007564353992,9,1326,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia Central (172100)</span><br><span>Destination SA2: Peachgrove (179600)</span><br><span>People count: 9</span></div>
sa2_od_172100__179700,arc,sa2_172100,172100,Ngaruawahia Central,Ngaruawahia Central,sa2_179700,179700,Hamilton East Village,Hamilton East Village,-37.672151239508224,175.1537250893873,-37.79028168041858,175.29324652550554,9,1327,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia Central (172100)</span><br><span>Destination SA2: Hamilton East Village (179700)</span><br><span>People count: 9</span></div>
sa2_od_172201__179001,arc,sa2_172201,172201,Ngaruawahia South,Ngaruawahia South,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.681197029394006,175.14544523066735,-37.78104233118879,175.27616726213907,9,1328,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,6,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia South (172201)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 9</span></div>
sa2_od_172300__175601,arc,sa2_172300,172300,Kainui-Gordonton,Kainui-Gordonton,sa2_175601,175601,Rototuna North,Rototuna North,-37.659395313088936,175.27496174225374,-37.71693650743849,175.26425230716092,9,1329,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Kainui-Gordonton (172300)</span><br><span>Destination SA2: Rototuna North (175601)</span><br><span>People count: 9</span></div>
sa2_od_172300__176101,arc,sa2_172300,172300,Kainui-Gordonton,Kainui-Gordonton,sa2_176101,176101,Te Manatu,Te Manatu,-37.659395313088936,175.27496174225374,-37.72632025464198,175.28151309120796,9,1330,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Kainui-Gordonton (172300)</span><br><span>Destination SA2: Te Manatu (176101)</span><br><span>People count: 9</span></div>
sa2_od_172300__177300,arc,sa2_172300,172300,Kainui-Gordonton,Kainui-Gordonton,sa2_177300,177300,Chartwell,Chartwell,-37.659395313088936,175.27496174225374,-37.75401118297503,175.27716939667835,9,1331,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Kainui-Gordonton (172300)</span><br><span>Destination SA2: Chartwell (177300)</span><br><span>People count: 9</span></div>
sa2_od_172300__181200,arc,sa2_172300,172300,Kainui-Gordonton,Kainui-Gordonton,sa2_181200,181200,Riverlea,Riverlea,-37.659395313088936,175.27496174225374,-37.80516291834676,175.3249033775805,9,1332,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Kainui-Gordonton (172300)</span><br><span>Destination SA2: Riverlea (181200)</span><br><span>People count: 9</span></div>
sa2_od_172401__177400,arc,sa2_172401,172401,Te Kowhai,Te Kowhai,sa2_177400,177400,Forest Lake (Hamilton City),Forest Lake (Hamilton City),-37.722810348377614,175.16263851764367,-37.77134225585809,175.25290896545297,9,1333,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Te Kowhai (172401)</span><br><span>Destination SA2: Forest Lake (Hamilton City) (177400)</span><br><span>People count: 9</span></div>
sa2_od_172601__179502,arc,sa2_172601,172601,Horotiu,Horotiu,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.70192296337245,175.19593522724944,-37.803065450668925,175.2764442885721,9,1334,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,9,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Horotiu (172601)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 9</span></div>
sa2_od_172700__179001,arc,sa2_172700,172700,Horsham Downs,Horsham Downs,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.70636087544983,175.26165147327697,-37.78104233118879,175.27616726213907,9,1335,84,0.238,Low (6-24),1,9,9,#ffffcbff,"rgba(255, 250, 205, 0.171)","rgba(255, 255, 203, 0.238)",,,,,,,,,,,9,True,True,True,True,True,False,True,<div><span>Origin SA2: Horsham Downs (172700)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 9</span></div>
