geometry_id,layer_type,origin_geometry_id,origin_sa2_code,origin_sa2_name,origin_sa2_reference_name,destination_geometry_id,destination_sa2_code,destination_sa2_name,destination_sa2_reference_name,point1_latitude,point1_longitude,point2_latitude,point2_longitude,people_count,people_count_rank,arc_line_width_m,arc_opacity,arc_count_band,arc_count_band_sort_order,arc_source_color_value,arc_target_color_value,arc_base_color_hex,arc_source_color_rgba,arc_target_color_rgba,count_2023_work_at_home,count_2023_drive_a_private_car_truck_or_van,count_2023_drive_a_company_car_truck_or_van,count_2023_passenger_in_a_car_truck_van_or_company_bus,count_2023_public_bus,count_2023_train,count_2023_bicycle,count_2023_walk_or_jog,count_2023_ferry,count_2023_other,count_2023_total_stated,origin_has_geometry,destination_has_geometry,has_origin_point,has_destination_point,has_both_points,is_same_sa2,arc_is_valid,tooltip_html
sa2_od_180601__181200,arc,sa2_180601,180601,Hillcrest West (Hamilton City),Hillcrest West (Hamilton City),sa2_181200,181200,Riverlea,Riverlea,-37.79533366314449,175.3132347697218,-37.80516291834676,175.3249033775805,33,541,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,21,,,,,,6,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Hillcrest West (Hamilton City) (180601)</span><br><span>Destination SA2: Riverlea (181200)</span><br><span>People count: 33</span></div>
sa2_od_180700__179700,arc,sa2_180700,180700,Hillcrest East (Hamilton City),Hillcrest East (Hamilton City),sa2_179700,179700,Hamilton East Village,Hamilton East Village,-37.7961051342553,175.3216712243885,-37.79028168041858,175.29324652550554,33,542,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,21,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Hillcrest East (Hamilton City) (180700)</span><br><span>Destination SA2: Hamilton East Village (179700)</span><br><span>People count: 33</span></div>
sa2_od_180700__180800,arc,sa2_180700,180700,Hillcrest East (Hamilton City),Hillcrest East (Hamilton City),sa2_180800,180800,Silverdale (Hamilton City),Silverdale (Hamilton City),-37.7961051342553,175.3216712243885,-37.79128986649212,175.32912390664603,33,543,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,15,,,,,,18,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Hillcrest East (Hamilton City) (180700)</span><br><span>Destination SA2: Silverdale (Hamilton City) (180800)</span><br><span>People count: 33</span></div>
sa2_od_180900__179001,arc,sa2_180900,180900,Glenview,Glenview,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.81914876006494,175.2905483502504,-37.78104233118879,175.27616726213907,33,544,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,27,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Glenview (180900)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 33</span></div>
sa2_od_181000__181600,arc,sa2_181000,181000,Resthill,Resthill,sa2_181600,181600,Lake Cameron,Lake Cameron,-37.82572526590094,175.2873740807168,-37.85237529186478,175.29365386548864,33,545,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,24,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Resthill (181000)</span><br><span>Destination SA2: Lake Cameron (181600)</span><br><span>People count: 33</span></div>
sa2_od_181101__179202,arc,sa2_181101,181101,Fitzroy (Hamilton City),Fitzroy (Hamilton City),sa2_179202,179202,Ruakura,Ruakura,-37.81785447884041,175.30086295024012,-37.77785711805331,175.32118550208628,33,546,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,24,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Fitzroy (Hamilton City) (181101)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 33</span></div>
sa2_od_181500__179001,arc,sa2_181500,181500,Ngahinapouri,Ngahinapouri,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.86550302001137,175.20500778205235,-37.78104233118879,175.27616726213907,33,547,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,27,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngahinapouri (181500)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 33</span></div>
sa2_od_182700__179502,arc,sa2_182700,182700,Cambridge West,Cambridge West,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.88700603214686,175.45779922642012,-37.803065450668925,175.2764442885721,33,548,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,30,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Cambridge West (182700)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 33</span></div>
sa2_od_182800__179502,arc,sa2_182800,182800,Cambridge East,Cambridge East,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.882190999012174,175.47346427840037,-37.803065450668925,175.2764442885721,33,549,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,33,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Cambridge East (182800)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 33</span></div>
sa2_od_183600__178901,arc,sa2_183600,183600,Goodfellow Park,Goodfellow Park,sa2_178901,178901,Frankton Junction,Frankton Junction,-38.006807484881726,175.31677997527166,-37.79592696152542,175.26300437719928,33,550,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,21,9,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Goodfellow Park (183600)</span><br><span>Destination SA2: Frankton Junction (178901)</span><br><span>People count: 33</span></div>
sa2_od_183600__179401,arc,sa2_183600,183600,Goodfellow Park,Goodfellow Park,sa2_179401,179401,Hamilton Central,Hamilton Central,-38.006807484881726,175.31677997527166,-37.78937741033796,175.28276636339749,33,551,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,24,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Goodfellow Park (183600)</span><br><span>Destination SA2: Hamilton Central (179401)</span><br><span>People count: 33</span></div>
sa2_od_184000__179502,arc,sa2_184000,184000,Te Awamutu Stadium,Te Awamutu Stadium,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-38.01602980643618,175.31531984939485,-37.803065450668925,175.2764442885721,33,552,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,30,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Te Awamutu Stadium (184000)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 33</span></div>
sa2_od_184400__179401,arc,sa2_184400,184400,Sherwin Park,Sherwin Park,sa2_179401,179401,Hamilton Central,Hamilton Central,-38.01755352739025,175.33625299259657,-37.78937741033796,175.28276636339749,33,553,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,21,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Sherwin Park (184400)</span><br><span>Destination SA2: Hamilton Central (179401)</span><br><span>People count: 33</span></div>
sa2_od_184400__179502,arc,sa2_184400,184400,Sherwin Park,Sherwin Park,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-38.01755352739025,175.33625299259657,-37.803065450668925,175.2764442885721,33,554,201,0.438,Medium (25-51),2,33,33,#fffac0ff,"rgba(255, 247, 199, 0.315)","rgba(255, 250, 192, 0.438)",,27,,,,,,,,,33,True,True,True,True,True,False,True,<div><span>Origin SA2: Sherwin Park (184400)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 33</span></div>
sa2_od_171502__175201,arc,sa2_171502,171502,Huntly South,Huntly South,sa2_175201,175201,Te Rapa North,Te Rapa North,-37.56561665498623,175.1625215035611,-37.730733787542825,175.21943573839124,30,555,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Huntly South (171502)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 30</span></div>
sa2_od_172001__179502,arc,sa2_172001,172001,Ngaruawahia North,Ngaruawahia North,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.65844703625376,175.15452340443358,-37.803065450668925,175.2764442885721,30,556,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia North (172001)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 30</span></div>
sa2_od_172100__179502,arc,sa2_172100,172100,Ngaruawahia Central,Ngaruawahia Central,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.672151239508224,175.1537250893873,-37.803065450668925,175.2764442885721,30,557,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,30,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Ngaruawahia Central (172100)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 30</span></div>
sa2_od_172601__175201,arc,sa2_172601,172601,Horotiu,Horotiu,sa2_175201,175201,Te Rapa North,Te Rapa North,-37.70192296337245,175.19593522724944,-37.730733787542825,175.21943573839124,30,558,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,9,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Horotiu (172601)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 30</span></div>
sa2_od_172900__179502,arc,sa2_172900,172900,Rotokauri,Rotokauri,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.7829827806627,175.20720067103775,-37.803065450668925,175.2764442885721,30,559,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,30,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Rotokauri (172900)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 30</span></div>
sa2_od_173100__175201,arc,sa2_173100,173100,Eureka-Tauwhare,Eureka-Tauwhare,sa2_175201,175201,Te Rapa North,Te Rapa North,-37.73962167850011,175.43295979346792,-37.730733787542825,175.21943573839124,30,560,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,21,6,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Eureka-Tauwhare (173100)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 30</span></div>
sa2_od_173100__179001,arc,sa2_173100,173100,Eureka-Tauwhare,Eureka-Tauwhare,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.73962167850011,175.43295979346792,-37.78104233118879,175.27616726213907,30,561,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Eureka-Tauwhare (173100)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 30</span></div>
sa2_od_173100__179502,arc,sa2_173100,173100,Eureka-Tauwhare,Eureka-Tauwhare,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.73962167850011,175.43295979346792,-37.803065450668925,175.2764442885721,30,562,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,30,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Eureka-Tauwhare (173100)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 30</span></div>
sa2_od_173201__179700,arc,sa2_173201,173201,Tamahere North,Tamahere North,sa2_179700,179700,Hamilton East Village,Hamilton East Village,-37.80718566840952,175.358353779475,-37.79028168041858,175.29324652550554,30,563,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Tamahere North (173201)</span><br><span>Destination SA2: Hamilton East Village (179700)</span><br><span>People count: 30</span></div>
sa2_od_173300__179001,arc,sa2_173300,173300,Pukemoremore,Pukemoremore,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.79999568991564,175.42305317038878,-37.78104233118879,175.27616726213907,30,564,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,18,6,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Pukemoremore (173300)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 30</span></div>
sa2_od_173300__179202,arc,sa2_173300,173300,Pukemoremore,Pukemoremore,sa2_179202,179202,Ruakura,Ruakura,-37.79999568991564,175.42305317038878,-37.77785711805331,175.32118550208628,30,565,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Pukemoremore (173300)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 30</span></div>
sa2_od_173400__175201,arc,sa2_173400,173400,Tamahere South,Tamahere South,sa2_175201,175201,Te Rapa North,Te Rapa North,-37.8473976699816,175.38978189944214,-37.730733787542825,175.21943573839124,30,566,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,15,12,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Tamahere South (173400)</span><br><span>Destination SA2: Te Rapa North (175201)</span><br><span>People count: 30</span></div>
sa2_od_173400__179001,arc,sa2_173400,173400,Tamahere South,Tamahere South,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.8473976699816,175.38978189944214,-37.78104233118879,175.27616726213907,30,567,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Tamahere South (173400)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 30</span></div>
sa2_od_174001__179401,arc,sa2_174001,174001,Morrinsville West,Morrinsville West,sa2_179401,179401,Hamilton Central,Hamilton Central,-37.657368998261695,175.5176230053374,-37.78937741033796,175.28276636339749,30,568,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Morrinsville West (174001)</span><br><span>Destination SA2: Hamilton Central (179401)</span><br><span>People count: 30</span></div>
sa2_od_174001__179502,arc,sa2_174001,174001,Morrinsville West,Morrinsville West,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.657368998261695,175.5176230053374,-37.803065450668925,175.2764442885721,30,569,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,30,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Morrinsville West (174001)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 30</span></div>
sa2_od_175302__175601,arc,sa2_175302,175302,Flagstaff North East,Flagstaff North East,sa2_175601,175601,Rototuna North,Rototuna North,-37.72195960199068,175.24753794281298,-37.71693650743849,175.26425230716092,30,570,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Flagstaff North East (175302)</span><br><span>Destination SA2: Rototuna North (175601)</span><br><span>People count: 30</span></div>
sa2_od_175401__179502,arc,sa2_175401,175401,Burbush-Baverstock,Burbush-Baverstock,sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.75541545183194,175.2113992860238,-37.803065450668925,175.2764442885721,30,571,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Burbush-Baverstock (175401)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 30</span></div>
sa2_od_175501__179202,arc,sa2_175501,175501,Flagstaff South,Flagstaff South,sa2_179202,179202,Ruakura,Ruakura,-37.72965115507405,175.23987935415855,-37.77785711805331,175.32118550208628,30,572,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Flagstaff South (175501)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 30</span></div>
sa2_od_175801__177300,arc,sa2_175801,175801,Flagstaff East,Flagstaff East,sa2_177300,177300,Chartwell,Chartwell,-37.73414088659899,175.2537018138003,-37.75401118297503,175.27716939667835,30,573,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,18,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Flagstaff East (175801)</span><br><span>Destination SA2: Chartwell (177300)</span><br><span>People count: 30</span></div>
sa2_od_175901__176101,arc,sa2_175901,175901,Rototuna West,Rototuna West,sa2_176101,176101,Te Manatu,Te Manatu,-37.72718185885173,175.2620613631393,-37.72632025464198,175.28151309120796,30,574,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,18,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Rototuna West (175901)</span><br><span>Destination SA2: Te Manatu (176101)</span><br><span>People count: 30</span></div>
sa2_od_176101__179600,arc,sa2_176101,176101,Te Manatu,Te Manatu,sa2_179600,179600,Peachgrove,Peachgrove,-37.72632025464198,175.28151309120796,-37.78010349937266,175.3007564353992,30,575,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Te Manatu (176101)</span><br><span>Destination SA2: Peachgrove (179600)</span><br><span>People count: 30</span></div>
sa2_od_176202__179202,arc,sa2_176202,176202,Rototuna South East,Rototuna South East,sa2_179202,179202,Ruakura,Ruakura,-37.7347319572715,175.27359102128187,-37.77785711805331,175.32118550208628,30,576,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,21,6,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Rototuna South East (176202)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 30</span></div>
sa2_od_176900__179202,arc,sa2_176900,176900,Huntington,Huntington,sa2_179202,179202,Ruakura,Ruakura,-37.74374420259362,175.28372421206367,-37.77785711805331,175.32118550208628,30,577,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Huntington (176900)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 30</span></div>
sa2_od_177200__172601,arc,sa2_177200,177200,Nawton East,Nawton East,sa2_172601,172601,Horotiu,Horotiu,-37.77962010539774,175.24017006118234,-37.70192296337245,175.19593522724944,30,578,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Nawton East (177200)</span><br><span>Destination SA2: Horotiu (172601)</span><br><span>People count: 30</span></div>
sa2_od_177500__179202,arc,sa2_177500,177500,Chedworth,Chedworth,sa2_179202,179202,Ruakura,Ruakura,-37.75074670186082,175.28494669501077,-37.77785711805331,175.32118550208628,30,579,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,21,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Chedworth (177500)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 30</span></div>
sa2_od_178000__179700,arc,sa2_178000,178000,Maeroa,Maeroa,sa2_179700,179700,Hamilton East Village,Hamilton East Village,-37.77834857089125,175.26028849396485,-37.79028168041858,175.29324652550554,30,580,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Maeroa (178000)</span><br><span>Destination SA2: Hamilton East Village (179700)</span><br><span>People count: 30</span></div>
sa2_od_178201__179001,arc,sa2_178201,178201,Fairfield North (Hamilton City),Fairfield North (Hamilton City),sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.76679565889904,175.28234610662437,-37.78104233118879,175.27616726213907,30,581,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Fairfield North (Hamilton City) (178201)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 30</span></div>
sa2_od_178201__179502,arc,sa2_178201,178201,Fairfield North (Hamilton City),Fairfield North (Hamilton City),sa2_179502,179502,Hamilton Lake South,Hamilton Lake South,-37.76679565889904,175.28234610662437,-37.803065450668925,175.2764442885721,30,582,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Fairfield North (Hamilton City) (178201)</span><br><span>Destination SA2: Hamilton Lake South (179502)</span><br><span>People count: 30</span></div>
sa2_od_178500__179700,arc,sa2_178500,178500,Fairview Downs,Fairview Downs,sa2_179700,179700,Hamilton East Village,Hamilton East Village,-37.76127567330443,175.30317362472283,-37.79028168041858,175.29324652550554,30,583,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Fairview Downs (178500)</span><br><span>Destination SA2: Hamilton East Village (179700)</span><br><span>People count: 30</span></div>
sa2_od_179001__176301,arc,sa2_179001,179001,Kirikiriroa,Kirikiriroa,sa2_176301,176301,Te Rapa South,Te Rapa South,-37.78104233118879,175.27616726213907,-37.75883079239065,175.23971391369508,30,584,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,21,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Kirikiriroa (179001)</span><br><span>Destination SA2: Te Rapa South (176301)</span><br><span>People count: 30</span></div>
sa2_od_179201__179001,arc,sa2_179201,179201,Greenhill Park,Greenhill Park,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.753763393822005,175.30543617140407,-37.78104233118879,175.27616726213907,30,585,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Greenhill Park (179201)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 30</span></div>
sa2_od_179201__179202,arc,sa2_179201,179201,Greenhill Park,Greenhill Park,sa2_179202,179202,Ruakura,Ruakura,-37.753763393822005,175.30543617140407,-37.77785711805331,175.32118550208628,30,586,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,21,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Greenhill Park (179201)</span><br><span>Destination SA2: Ruakura (179202)</span><br><span>People count: 30</span></div>
sa2_od_179600__181200,arc,sa2_179600,179600,Peachgrove,Peachgrove,sa2_181200,181200,Riverlea,Riverlea,-37.78010349937266,175.3007564353992,-37.80516291834676,175.3249033775805,30,587,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Peachgrove (179600)</span><br><span>Destination SA2: Riverlea (181200)</span><br><span>People count: 30</span></div>
sa2_od_179801__179001,arc,sa2_179801,179801,Hamilton West,Hamilton West,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.7968513709746,175.285748224969,-37.78104233118879,175.27616726213907,30,588,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,18,,,,,,6,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Hamilton West (179801)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 30</span></div>
sa2_od_180500__179001,arc,sa2_180500,180500,Bader,Bader,sa2_179001,179001,Kirikiriroa,Kirikiriroa,-37.80931576819681,175.29244054606363,-37.78104233118879,175.27616726213907,30,589,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,24,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Bader (180500)</span><br><span>Destination SA2: Kirikiriroa (179001)</span><br><span>People count: 30</span></div>
sa2_od_180900__181600,arc,sa2_180900,180900,Glenview,Glenview,sa2_181600,181600,Lake Cameron,Lake Cameron,-37.81914876006494,175.2905483502504,-37.85237529186478,175.29365386548864,30,590,192,0.423,Medium (25-51),2,30,30,#fffbc1ff,"rgba(255, 248, 199, 0.305)","rgba(255, 251, 193, 0.423)",,27,,,,,,,,,30,True,True,True,True,True,False,True,<div><span>Origin SA2: Glenview (180900)</span><br><span>Destination SA2: Lake Cameron (181600)</span><br><span>People count: 30</span></div>
