geometry_id,layer_type,multi_layer,source_table,feature_label,territorial_authority_name,road_density_km_per_km2,latest_aadt,road_surface,road_length_total_km,road_length_rank,wkp,point1_latitude,point1_longitude,polygon_fill_color_value,polygon_line_color_hex,polygon_line_width_m,polygon_extrude_elevation_m,path_width_m,path_color_value,path_color_hex,point_radius_m,point_fill_color_value,point_line_color_value,point_fill_color_hex,point_line_color_hex,point_line_width_m,tooltip_html
road_3265110,path,Road centreline,hamilton_road_path,SEDDON ROAD,,,,sealed,0.5495832777274465,373,@EAAw}}hmI`mnagAfD_@lD_A|DqBx\w^lSwV`CkCvB_C|AaBn@u@pmAkuAdjAisA,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>SEDDON ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.55 km</span><br><span>Length rank: 373</span></div>
road_3258183,path,Road centreline,hamilton_road_path,ADMIRAL CRESCENT,,,,sealed,0.5488539485686911,374,@EAAsyvgmIxf~}fAmC^mJ`AsTnFmJfCcIbHkExE}CpEcD`Gg@zA_CfHcBxCgQfReErFqCbE}AxBgAzAmB`DiApCWzCKbENxHMtBC~JUjF}AjK}@tCaCxHcFxJeDjHX|Eb@nDlApC`EfFbGpDhVvL,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>ADMIRAL CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.55 km</span><br><span>Length rank: 374</span></div>
road_3258071,path,Road centreline,hamilton_road_path,PLUNKET TERRACE,,,,sealed,0.5485255025220508,375,@EAAeo~imIr`ibgA`Bs@zBu@pAi@tl@au@nFcGpQy[nd@_lA`k@wzAfD}I,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>PLUNKET TERRACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.55 km</span><br><span>Length rank: 375</span></div>
road_6082139,path,Road centreline,hamilton_road_path,KAWARIKI DRIVE,,,,sealed,0.5480696222282682,376,@EAAsivemInrf`gAmw@cTqKiGwJmJcEsJ_CcNGud@AgRcCuN}C}PqAsJsI}QyGeIaRqTwJkKgIuG_FiFkAuB,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>KAWARIKI DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.55 km</span><br><span>Length rank: 376</span></div>
road_3258219,path,Road centreline,hamilton_road_path,CARRS ROAD,,,,sealed,0.5472998674061417,377,@EAAc~hjmI|xl_gAgAaBsC{BeBeAoDeAaIwAaFs@uFy@iEgAmEW}AIyDq@ex@}McRgBwAMmP}A}sA{Uai@aOwEsAq~@u\,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>CARRS ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.55 km</span><br><span>Length rank: 377</span></div>
road_3258094,path,Road centreline,hamilton_road_path,GILLIES AVENUE,,,,sealed,0.5443291757652853,378,@EAAmmgjmI~wu`gAdAjaAfqBbd@~NrAz`DbL,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>GILLIES AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 378</span></div>
road_3258117,path,Road centreline,hamilton_road_path,SHERIDAN STREET,,,,sealed,0.5441840028476803,379,@EAAqwblmI~hoagAlb@yb@d@{@XiAAoAUcAe@{@iAs@weEquBkDsAsDu@sE]aDC_CN{BXo[zG,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>SHERIDAN STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 379</span></div>
road_3258053,path,Road centreline,hamilton_road_path,RAWLINGS STREET,,,,sealed,0.5441450231503,380,@EAAywuimIv_ubgAejBd@eL|AwGpCkMnKm@|As@nCbBhJhH~Flb@n\vt@nk@bl@ne@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>RAWLINGS STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 380</span></div>
road_3258079,path,Road centreline,hamilton_road_path,MEMORIAL DRIVE,,,,sealed,0.5438102101672049,381,@EAAalvimIlphagAu`D~tG,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>MEMORIAL DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 381</span></div>
road_3283268,path,Road centreline,hamilton_road_path,TUPELO STREET,,,,sealed,0.5424172590111721,382,@EAAmcofmIbob~fA|YnGlXfG`B`Aj@z@l@fBDvB]|AeJzUSfAQfBVjBlAvBxC~CjWpT|GjFxR`QhNrHnJrCzJzBhHp@jGTjc@BpMhAlMhCrK~DpKvEnJzD,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>TUPELO STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 382</span></div>
road_6063767,path,Road centreline,hamilton_road_path,TUI AVENUE,,,,sealed,0.5405883741988105,383,@EAAaulgmInlz`gAjB}AhOaLhV_YlK}Pvu@g}Ap_A}qB,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>TUI AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 383</span></div>
road_7742406,path,Road centreline,hamilton_road_path,PROBERT CRESCENT,,,,sealed,0.5395917038769223,384,@EAAcmjjmIh}j_gAnc@pGlEL~Dg@fBqBdBaGhXecAdWc|@XaF]_DaDyAcd@aHwj@sIqIsAeC_@_VqD,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>PROBERT CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 384</span></div>
road_3258102,path,Road centreline,hamilton_road_path,SOUTHSEA CRESCENT,,,,sealed,0.5376931802585779,385,@EAAw_nlmIb_lagA`B|CtGdNhCpDtBlB|CvBbErBjDrAzPpIvc@hSdC|A~B|BdDhE`HnJdHdJhFvEzEhDdI~ExHjDnKzDdZzKpD~@tDj@fE\fDLvDE~DWrFWvFIdEVjCj@jEvAjZ`P,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>SOUTHSEA CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 385</span></div>
road_3258170,path,Road centreline,hamilton_road_path,CAVERSHAM DRIVE,,,,sealed,0.5372755912800042,386,@EAAylghmInxe~fAjHaVnDiLdFmMhF{JjHqMnCyGhBmG`BuFrAoIj@wG@kG]uGcAeF_BeGsAcGo@wG?yFx@sHtAgG\cA`C_HzCoKnCmKrG_Wn@gDl@wDdBwU,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>CAVERSHAM DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 386</span></div>
road_3283373,path,Road centreline,hamilton_road_path,PAUL CRESCENT,,,,sealed,0.5372437226653473,387,@EAAg~qimIx{e`gAf^_RrCiCzCmD~A}Chd@{`Ah@gDK}Cw@oCiB_Bqa@_RkEc@gDVsEl@{C|AaDnCut@x|A,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>PAUL CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 387</span></div>
road_3258222,path,Road centreline,hamilton_road_path,RUTHERFORD STREET,,,,sealed,0.5372424990478064,388,@EAAgvkimIh|e_gAn[qk@lk@afApe@oz@lKyPxbAuv@jFaE,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>RUTHERFORD STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 388</span></div>
road_3258012,path,Road centreline,hamilton_road_path,CHURCHILL AVENUE,,,,sealed,0.5366461695568074,389,@EAAk~}gmIjsw`gAqKx@wRdBiIb@kAFuGHqG_@iIeAwH{BwEoBiSmI{G}BaE_AyF{@aO_@qRpA_LpBmIrBqK~EwD|C{BnC_CfE_A|Ci@pCMnClDt`@_@lFO^{BpFa@~@uO`\g@pD`ArC,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>CHURCHILL AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 389</span></div>
road_3258021,path,Road centreline,hamilton_road_path,PRISK STREET,,,,sealed,0.5366048865542725,390,@EAAu~yhmIn_~bgAyP~p@yQvs@s@jCyDtNcB|EiAfB{NtO]^ib@fc@kDbCqEtGse@bh@iAnB}AfCqClHkBvG,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>PRISK STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 390</span></div>
road_8326481,path,Road centreline,hamilton_road_path,GREENHILL ROAD,,,,sealed,0.5364942830750514,391,@EAAmx}jmIpe{~fAw@jAAdAfBlNF`PeAjLyEvRsIpV_FtNiXxt@_y@~yB,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>GREENHILL ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.54 km</span><br><span>Length rank: 391</span></div>
road_7742017,path,Road centreline,hamilton_road_path,LADEIRA PLACE,,,,sealed,0.5320915850562105,392,@EAA_anjmIxplcgAKyE{@wCiBgCyQoN_Ew@cFCcG^oIhAyA^gEnBg`@`YqJvGs@r@q@fBk@pDm@zC_A~As@zAwBtByF`DcB~@}DbBw@f@eR`KuJjFgN|Ieh@r\qN`J_LdI{E~D,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>LADEIRA PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 392</span></div>
road_3257973,path,Road centreline,hamilton_road_path,TWICKENHAM PLACE,,,,sealed,0.5320493841485424,393,@EAA_w_fmInev`gA}CnPg@tFOnFZ`Fp@dHxC|FxCfKm@rEiDtFiE`FcGnFqBrCaAzEb@pDvA`D`EnCrQjHhIxD|DbCrRtNfKhFjLbF~JjEt[`P|NpIv@d@~IhF~MrE,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>TWICKENHAM PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 393</span></div>
road_6064274,path,Road centreline,hamilton_road_path,ROY HILTON DRIVE,,,,sealed,0.5316034822150566,394,@EAAqzhfmI`ai}fAmAxE_BnHeBfE}CtEoDvFoBtDaB~Ck@nBmApEi@xCsAdDqAtC_HpJwE~BeDnAqEd@iF^oEGaIu@}GqAmBo@cDoB_HyFmBuAiNqIk\yQ_MaEuc@wQcYgL}HuDeBwAgGyE,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>ROY HILTON DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 394</span></div>
road_3258131,path,Road centreline,hamilton_road_path,WALL STREET,,,,sealed,0.5310544258197951,395,@EAAkp~fmIrzu`gAbr@is@dq@ku@l`AscAzz@o~@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>WALL STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 395</span></div>
road_3258152,path,Road centreline,hamilton_road_path,BRAID ROAD,,,,sealed,0.529908973850106,396,@EAAugdhmI|~j_gA[tDCd@KjCwAjRcAnL[nGEfCx@fC|A~BfDzBdL~FxlApj@~f@xUhWdLtkA~j@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>BRAID ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 396</span></div>
road_3258103,path,Road centreline,hamilton_road_path,MAY STREET,,,,sealed,0.5284460848650314,397,@EAAc~fkmI|ydagAlUab@pAyFbA{N|AkCbCmBhBiAtDk@tCWlCLtl@dI~^vFhFbA~I|BjNfEbjC~_@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>MAY STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 397</span></div>
road_3258032,path,Road centreline,hamilton_road_path,HIBISCUS AVENUE,,,,sealed,0.5273604293715474,398,@EAA}bvhmI~nnbgAqI?es@?iA?cKLih@r@iEFeFFgj@KoEsAsd@kZyn@g`@_f@{ZyPkL,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>HIBISCUS AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 398</span></div>
road_3258024,path,Road centreline,hamilton_road_path,LORNE STREET,,,,sealed,0.5263845211819042,399,@EAAgkgimIz~rbgA_VwDeYwCw_@}EuFs@}tBwWuH_AyK_AqK_AmJUuMLmo@rAa]|@{Pb@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>LORNE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 399</span></div>
road_7742408,path,Road centreline,hamilton_road_path,LULU AVENUE,,,,sealed,0.5253015354963142,400,@EAAqgnjmInf}~fAnFwA`ACt@FjATbKlBpV|DnAXh@RZPRRLVDT?\uHhVW`DtC`ClKrBtFz@tVtDbC^z[nFZDbYpEbr@vKx\lFvSbDza@rGtBXhBTdALdACbAMNE,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>LULU AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.53 km</span><br><span>Length rank: 400</span></div>
road_3257983,path,Road centreline,hamilton_road_path,RATA STREET,,,,sealed,0.5240752330073012,401,@EAAu~ogmInfx`gA_sEl}AowApf@uLdGiFjD,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>RATA STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 401</span></div>
road_3258199,path,Road centreline,hamilton_road_path,DONNY AVENUE,,,,sealed,0.5233476658553063,402,@EAAocxhmIdwp_gA~XrEx]pEtHfBhIrBrFjCn\pPl_Bty@dDrAhFl@lRfApi@pFhf@~E`DR,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>DONNY AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 402</span></div>
road_3258311,path,Road centreline,hamilton_road_path,HECTOR DRIVE,,,,sealed,0.5229767099822739,403,@EAAezlhmIpak}fAzAuE`BwH~CkQVwEPaHgA_Iy@kDw@mCqFsPgAeDaJuXca@wnAyOwb@y@yByIwUoEqIiEyE,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>HECTOR DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 403</span></div>
road_3258014,path,Road centreline,hamilton_road_path,VERNALL STREET,,,,sealed,0.5200942372234452,404,@EAAiu`gmIzqt`gA_hAtlAmSn^}\`c@}ElG[vCThBx@hBpo@|YrADtAO|OoGb]aN,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>VERNALL STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 404</span></div>
road_3258009,path,Road centreline,hamilton_road_path,MATAI STREET,,,,sealed,0.5186932730504051,405,@EAA{l}gmIj|y`gAdx@_X|tA}e@vpD_nA,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>MATAI STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 405</span></div>
road_3234644,path,Road centreline,hamilton_road_path,KENNEY CRESCENT,,,,sealed,0.5172373158380532,406,@EAAmdrimIjs{_gAo^x|AuBla@gAtSmBhJcChIil@rlA{Ip\,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>KENNEY CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 406</span></div>
road_3258304,path,Road centreline,hamilton_road_path,Road centreline,,,,sealed,0.516418972112465,407,@EAAszvdmItfo|fAo@lAi@dAcAxAs@zAaBvFiEbNoAbEgA|EeAhGu@bGgBpQ}Ebp@{@zO}AxTuHnv@aOl{@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>Road 3258304</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 407</span></div>
road_3257956,path,Road centreline,hamilton_road_path,COWLEY DRIVE,,,,sealed,0.5163736952428184,408,@EAAu`temIvbkcgAqUZsRbAyxA|K_Uj@uMeCsH{EyXid@mHsJgLwHoNgFoRgE{HcB_Dm@eQgD}CYuEa@wE],,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>COWLEY DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 408</span></div>
road_3258161,path,Road centreline,hamilton_road_path,BALMERINO CRESCENT,,,,sealed,0.5156640134108142,409,@EAAm{jfmI|nk~fAxJuCfCmA~ByAbD{Cp}@m|@|g@un@jl@au@|F_I`B}Dh@qCIoC[aB]yAs@yAmAyAgBgBmOeM,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>BALMERINO CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 409</span></div>
road_3258019,path,Road centreline,hamilton_road_path,RHONDA AVENUE,,,,sealed,0.5156336277880436,410,@EAAuovhmIvnjcgAyX~g@kZnj@iKlRmI`IaJlEo^dNkM|JcE`FuAfCiH`]iMlq@iAfG,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>RHONDA AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 410</span></div>
road_3258070,path,Road centreline,hamilton_road_path,HORNE STREET,,,,sealed,0.5151506146747353,411,@EAAorjimI|sibgAHoGzBwdBaCiEs^oc@qAkCu@kEsCuc@kAkEmG{GqEyBmFw@gEIkh@dB{EKyFm@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>HORNE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.52 km</span><br><span>Length rank: 411</span></div>
road_3283351,path,Road centreline,hamilton_road_path,WORDSWORTH CRESCENT,,,,sealed,0.5141916377802296,412,@EAAmcgjmIhf``gAqTnp@{AxEi@zKC~HtArKvDnL`JxOhNrKvPjIxmAzUpg@pJx\pG,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>WORDSWORTH CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 412</span></div>
road_3257974,path,Road centreline,hamilton_road_path,WESTERN HEIGHTS DRIVE,,,,sealed,0.5141144877558513,413,@EAAyxofmInrmagAvd@eEzLgDvUqNhi@o_@~PmJpY}KlSuEhQsB~Tu@lS\hS`Bbf@|JzRrE,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>WESTERN HEIGHTS DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 413</span></div>
road_3282993,path,Road centreline,hamilton_road_path,Road centreline,,,,unmetalled,0.5136340599314966,414,@EAA{aeemIpxacgAaBaDaDeDuC_C_EkBwKyCgHq@wFi@iGAmFh@csAhWmHdAwIjBkD~AkAbD{AxSiItoAo@hDgBtBiElC}IhE,,,,,,,35,#734a12cc,#734a12cc,,,,,,,<div><strong>Road 3282993</strong><br><span>Surface: unmetalled</span><br><span>Length: 0.51 km</span><br><span>Length rank: 414</span></div>
road_3258218,path,Road centreline,hamilton_road_path,HALBERG CRESCENT,,,,sealed,0.5132554390095371,415,@EAAytbjmIhoq_gAkd@lUeExC_ErE{\zaAD`Bz@fAzB|@lu@vMjQrDh^zGjDTfCg@xCaBnIsI|Za^`BkB,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>HALBERG CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 415</span></div>
road_7742385,path,Road centreline,hamilton_road_path,STAN HEATHER DRIVE,,,,sealed,0.5126143033613967,416,@EAA__fimIljncgA|DoBvGwAfFcB`DeAxC}AxAkA~@qAn@gCFkIWmAs@y@mAg@qBYsGg@{CE}Fh@qFd@iDRcHLyA?kD@{LUyQBoJPiHQcFLwBj@kEjCyB`CcBlEUpB?dBz@bCxAnAhCx@xBr@lMtFbDnBlElEbEtF~BlCb@rAxEKfE[pG}AhHeD|D_C~C_D`GwG,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>STAN HEATHER DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 416</span></div>
road_8326480,path,Road centreline,hamilton_road_path,PARDOA BOULEVARD,,,,sealed,0.5121606369260344,417,@EAAudakmIxcd_gA|xA{mBvEiGb{@{aA~e@{f@vC{B~EgBhAa@,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>PARDOA BOULEVARD</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 417</span></div>
road_7741584,path,Road centreline,hamilton_road_path,KESTON CRESCENT,,,,sealed,0.5112105211997563,418,@EAAe~{fmInwo}fA{BiWmCs[_A{Ge@qD`AiOPqCN{Bc@aD}@oBgA}ByHmFiE_CkEaCyBkA{QgTa@i@wJaMiAuBwB_HcCqHeE}KuDiHsMoOsCkH]qCa@gDP{Ih@sI,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>KESTON CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 418</span></div>
road_3265117,path,Road centreline,hamilton_road_path,MCKEE STREET,,,,sealed,0.5096608705501016,419,@EAAwgoemInfu}fAsTkCgu@eKqk@gIoCWqDLw@BsCf@oCz@_DbBaE`EmCpDgq@zy@_e@hj@{FpLqClJ,,,,,,,35,#1464a5cc,#1464a5cc,,,,,,,<div><strong>MCKEE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 419</span></div>
road_7742032,path,Road centreline,hamilton_road_path,MEACHEM ROAD,,,,sealed,0.5089871404651933,420,@EAAsxbjmIjs~~fAm_@yFoq@uKgg@cIyIuAce@mHsKeBiV_E{AUkVuDua@yG{XqEeK`]m@bBmC`D,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>MEACHEM ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 420</span></div>
road_3258206,path,Road centreline,hamilton_road_path,WYMER TERRACE,,,,sealed,0.5075552146276439,421,@EAAk}shmInci_gAq@bToAde@y@tWXlCXz@j@~@~@`AjDnB~ErBpHzC|Cj@hBLzB?~AOlBg@zC{@lZaKtK{DbFmBbEsBhEaCjDyBtCwBbNuLdF}CbFsBrFiArHkAxWeCnGYJArIo@,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>WYMER TERRACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 421</span></div>
road_3257993,path,Road centreline,hamilton_road_path,BLOMFIELD STREET,,,,sealed,0.5068458638267386,422,@EAAa|lfmIt}iagAyb@ei@gb@{f@eg@q_@sLgIyFiCyC}@aJwCiGkAkPwCi[cG}Gy@sGe@kHWeI@mb@^,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>BLOMFIELD STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 422</span></div>
road_3265112,path,Road centreline,hamilton_road_path,NORTHWAY STREET,,,,sealed,0.5067718307679919,423,@EAAaq~fmIpwj_gAlyBvmA~{CtcB,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>NORTHWAY STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 423</span></div>
road_6063784,path,Road centreline,hamilton_road_path,MINOGUE DRIVE,,,,sealed,0.5055920682969287,424,@EAAqsfgmIdli`gAiSgEyDkA{j@_VeAqBiCIsBIkYwLkSuJuB{@cOkc@}@mCOmDJcBd@mDv@eKzBu`@B_D]aFOcCb@iVCuDe@iCs@mC_AsB,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>MINOGUE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.51 km</span><br><span>Length rank: 424</span></div>
road_3258041,path,Road centreline,hamilton_road_path,BEATTY STREET,,,,sealed,0.5034600230154785,425,@EAAegsimI`qtbgAxi@xB|HDhPy@dK{ApJC|Gb@zF~@fr@zRnInArLXb_@oB|HFjIZ|JbB`wAla@,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>BEATTY STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.50 km</span><br><span>Length rank: 425</span></div>
road_7742407,path,Road centreline,hamilton_road_path,TREWERN AVENUE,,,,sealed,0.5033187908296786,426,@EAAugljmIfbe_gA~\mmA`FoQa@uCqD{C{`@mG}b@_HqAG[Gs@Bw@P_@Vg@p@Yr@{U|w@}Ntg@,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>TREWERN AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.50 km</span><br><span>Length rank: 426</span></div>
road_3234565,path,Road centreline,hamilton_road_path,COMMERCE STREET,,,,sealed,0.5027977353734516,427,@EAAwxhhmIt{kagAgj@wb@_m@oe@gsCy|BkCmF,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>COMMERCE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.50 km</span><br><span>Length rank: 427</span></div>
road_3283496,path,Road centreline,hamilton_road_path,Road centreline,,,,sealed,0.5008953627971497,428,@EAAktzdmIdxo|fAnFjAlEz@dC`AhCnAbBxApA~Az@vBf@tBj@lEzB`ShC`UfDxYbBzNrB`XvA|ZT`Q@nLBrdA,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>Road 3283496</strong><br><span>Surface: sealed</span><br><span>Length: 0.50 km</span><br><span>Length rank: 428</span></div>
road_3283387,path,Road centreline,hamilton_road_path,SEFTON CRESCENT,,,,sealed,0.500676012079403,429,@EAA}obimIzxo_gAmZiDcEw@uEsAaD_BkDyDcBiDa@gDB}Db@cEnSkv@|@kBbBiBjDyAzCg@jDOpCZzXhEpBf@dC`B`BzA~@rCHpCs@zDo\hmA,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>SEFTON CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.50 km</span><br><span>Length rank: 429</span></div>
road_3258169,path,Road centreline,hamilton_road_path,RESOLUTION DRIVE,,,,sealed,0.4971662199516388,430,@EAAghzgmIlvu}fAwf@reAs\lu@ib@vdAa[h_A,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>RESOLUTION DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.50 km</span><br><span>Length rank: 430</span></div>
road_3258146,path,Road centreline,hamilton_road_path,FORSYTH STREET,,,,sealed,0.4971014946529141,431,@EAAiprgmIb~q_gA}DxEaCdCe_@x\iCzCuDfEcQ~VsChEsLdRcBnBwAtAwZ~TiyAt{A,,,,,,,34,#1464a5cc,#1464a5cc,,,,,,,<div><strong>FORSYTH STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.50 km</span><br><span>Length rank: 431</span></div>
