geometry_id,layer_type,road_feature_id,road_surface,road_name,road_length_total_km,road_length_rank,path_width_m,path_color_value,path_color_hex,wkp,tooltip_html
road_3314487,path,3314487,sealed,OAKMONT PLACE,0.0906082083977302,1764,23,#1464a5cc,#1464a5cc,@EAAe{hhmInug~fAro@lLfKzA,"<div><strong>OAKMONT PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,764</span></div>"
road_6064564,path,6064564,sealed,DALRAY CRESCENT,0.090512469608415,1765,23,#1464a5cc,#1464a5cc,@EAA}pigmIr~c`gAmAfDqA|D}IfUcGxL,"<div><strong>DALRAY CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,765</span></div>"
road_3314381,path,3314381,sealed,CRAWFORD STREET,0.0903499275486093,1766,23,#1464a5cc,#1464a5cc,@EAAgxvfmIjhc`gAjS`Itb@rM,"<div><strong>CRAWFORD STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,766</span></div>"
road_3314409,path,3314409,sealed,PARKINSON PLACE,0.0902134254591674,1767,23,#1464a5cc,#1464a5cc,@EAA}bwemIrqp~fAmXvWaAxBe@`Db@nH,"<div><strong>PARKINSON PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,767</span></div>"
road_6064589,path,6064589,sealed,ROTOTUNA ROAD,0.090116049271431,1768,23,#1464a5cc,#1464a5cc,@EAAmibhmIhsg~fAwLcGmKkFeDcB}NeHiC_A,"<div><strong>ROTOTUNA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,768</span></div>"
road_3314582,path,3314582,sealed,ALDERWICK PLACE,0.0899979268681373,1769,23,#1464a5cc,#1464a5cc,@EAA}tghmIvbu}fAiBiC{EoD}FiEkEcDeBoBaB{D_AgD{AcD,"<div><strong>ALDERWICK PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,769</span></div>"
road_3314407,path,3314407,sealed,BEADLE PLACE,0.0899032770954412,1770,23,#1464a5cc,#1464a5cc,@EAAqm`gmIpa__gAuN`p@,"<div><strong>BEADLE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,770</span></div>"
road_3314351,path,3314351,sealed,CHRISTIE STREET,0.0898386718820125,1771,23,#1464a5cc,#1464a5cc,@EAA_xygmIxcg`gAug@|e@,"<div><strong>CHRISTIE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,771</span></div>"
road_3314497,path,3314497,sealed,DELIA COURT,0.0897986889165974,1772,23,#1464a5cc,#1464a5cc,@EAAom{fmIliq}fAmA}@u@I{@GwHP}G`@gFb@_EZcJU_Lg@,"<div><strong>DELIA COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,772</span></div>"
road_3314688,path,3314688,sealed,PLYMOUTH PLACE,0.0897304792006911,1773,23,#1464a5cc,#1464a5cc,@EAA}b|jmIjvt_gA~HaHvJwGtKuDlOkD,"<div><strong>PLYMOUTH PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,773</span></div>"
road_8329690,path,8329690,sealed,MATUA STREET,0.0893840851209638,1774,23,#1464a5cc,#1464a5cc,@EAAgtafmI`_mcgAEBak@|b@,"<div><strong>MATUA STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,774</span></div>"
road_3313992,path,3313992,sealed,FLEMINGTON PLACE,0.0893433182759457,1775,23,#1464a5cc,#1464a5cc,@EAAq{ifmIjxu`gA_MtNmBzDyCnKkAjJ,"<div><strong>FLEMINGTON PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,775</span></div>"
road_3314194,path,3314194,sealed,SHERIFF PLACE,0.0892905939320344,1776,23,#1464a5cc,#1464a5cc,@EAAklskmInimbgANdPNdCXfDvDbV,"<div><strong>SHERIFF PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,776</span></div>"
road_3314003,path,3314003,sealed,SOUTHWORTH PLACE,0.0892026491807435,1777,23,#1464a5cc,#1464a5cc,@EAAucremIzx~`gAbp@s^,"<div><strong>SOUTHWORTH PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,777</span></div>"
road_3314767,path,3314767,sealed,KENNETH PLACE,0.0890737129852748,1778,23,#1464a5cc,#1464a5cc,@EAAumuhmIbao~fAaGeDwp@aM,"<div><strong>KENNETH PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,778</span></div>"
road_3314623,path,3314623,sealed,MCPHERSON PLACE,0.0890710222793606,1779,23,#1464a5cc,#1464a5cc,@EAAmduimI~c~_gAbOmo@,"<div><strong>MCPHERSON PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,779</span></div>"
road_3314410,path,3314410,sealed,BARNETT PLACE,0.0889343682266618,1780,23,#1464a5cc,#1464a5cc,@EAAo}uemIdol~fAyBiAkKwFyLcGkF_CyFcA}Fo@,"<div><strong>BARNETT PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,780</span></div>"
road_3314220,path,3314220,sealed,AKONA LANE,0.0888298545666403,1781,23,#1464a5cc,#1464a5cc,@EAAqxmjmIpycbgAfPdCh@j@Dv@_FrRaCjJ,"<div><strong>AKONA LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,781</span></div>"
road_3313967,path,3313967,sealed,PRINNBANK TERRACE,0.0883292863002916,1782,23,#1464a5cc,#1464a5cc,@EAA}rmfmIb}`bgAjEkHvEyJ`KiW,"<div><strong>PRINNBANK TERRACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,782</span></div>"
road_3314452,path,3314452,sealed,JOSEPH LOVETT LANE,0.0881422872079941,1783,23,#1464a5cc,#1464a5cc,@EAAexxfmIh`b~fAwNaVqIyOWaADoA,"<div><strong>JOSEPH LOVETT LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,783</span></div>"
road_3314000,path,3314000,sealed,STRATA VIEW,0.0880636830789974,1784,23,#1464a5cc,#1464a5cc,@EAAeajfmIfyragAaWTsNa@aDRiD|@kIjC,"<div><strong>STRATA VIEW</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,784</span></div>"
road_3314159,path,3314159,sealed,WAIORA TERRACE,0.0879751827635403,1785,23,#1464a5cc,#1464a5cc,@EAAmtwjmIxfwbgAzf@ce@,"<div><strong>WAIORA TERRACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,785</span></div>"
road_3314163,path,3314163,sealed,COTTER PLACE,0.0878484078401467,1786,23,#1464a5cc,#1464a5cc,@EAAkcpjmIzsfbgAqKaBcn@aJ,"<div><strong>COTTER PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,786</span></div>"
road_3313978,path,3313978,sealed,ELLA PLACE,0.0878170428511789,1787,23,#1464a5cc,#1464a5cc,@EAAmytemIbex`gAcIkFmC}A}CmBiBiAaAa@}GsCsBu@sBw@aG_D,"<div><strong>ELLA PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,787</span></div>"
road_3314617,path,3314617,sealed,ARMITAGE PLACE,0.087785115047075,1788,23,#1464a5cc,#1464a5cc,@EAAibcimIf`d`gAzOqn@,"<div><strong>ARMITAGE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,788</span></div>"
road_3314486,path,3314486,sealed,BELLONA PLACE,0.0876189324674435,1789,23,#1464a5cc,#1464a5cc,@EAA_jvgmIvfs}fAdKzNfC~BrCzAhEtAxHfArGn@,"<div><strong>BELLONA PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,789</span></div>"
road_7742860,path,7742860,sealed,SPRINGSIDE COURT,0.0876030818335715,1790,23,#1464a5cc,#1464a5cc,@EAAixiimIbjl}fAsB}IqDeIkAuDkEgS,"<div><strong>SPRINGSIDE COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,790</span></div>"
road_3314689,path,3314689,sealed,KIMIORA CLOSE,0.0875784072431035,1791,23,#1464a5cc,#1464a5cc,@EAAitzjmI|ix_gAcMEkF_@aIqBuEeDsIqL,"<div><strong>KIMIORA CLOSE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,791</span></div>"
road_8329733,path,8329733,sealed,MCHAFFIE WAY,0.0875300936465578,1792,23,#1464a5cc,#1464a5cc,@EAAixnjmIzq~~fAiz@uM,"<div><strong>MCHAFFIE WAY</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,792</span></div>"
road_3314477,path,3314477,sealed,THE HAVEN,0.0875260219338018,1793,23,#1464a5cc,#1464a5cc,@EAAoi{gmIhq_~fAsBx@aFvHqIdLgCtEmC|I,"<div><strong>THE HAVEN</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,793</span></div>"
road_3314898,path,3314898,sealed,EGTON LANE,0.0874029091016493,1794,23,#1464a5cc,#1464a5cc,@EAA_xjgmIlxf}fA{Ev@}C|@eD|AyDbDgMpOiDtD,"<div><strong>EGTON LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,794</span></div>"
road_3314209,path,3314209,sealed,TIDD STREET,0.0873212914966272,1795,23,#1464a5cc,#1464a5cc,@EAAinjimItefbgA||@j@,"<div><strong>TIDD STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,795</span></div>"
road_8329763,path,8329763,sealed,BRIOTI LANE,0.0871647516454216,1796,23,#1464a5cc,#1464a5cc,@EAA}~mfmI|fa}fAbI_Ebj@tQ,"<div><strong>BRIOTI LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,796</span></div>"
road_3314165,path,3314165,sealed,MARION PLACE,0.0870948745587297,1797,23,#1464a5cc,#1464a5cc,@EAAuf{hmItkpcgArb@bEnGf@lHPdF],"<div><strong>MARION PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,797</span></div>"
road_8329705,path,8329705,sealed,MCGREGOR PLACE,0.0868230960249335,1798,23,#1464a5cc,#1464a5cc,@EAAo{mkmI|a|agAu@aCsAqCy@iAoEsFuKeN{AaBcCsAk@[,"<div><strong>MCGREGOR PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,798</span></div>"
road_8329738,path,8329738,sealed,,0.0867969567158229,1799,23,#1464a5cc,#1464a5cc,@EAAulxhmIdeu~fAnByo@,"<div><strong>Road 8329738</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,799</span></div>"
road_3314022,path,3314022,sealed,CAULFIELD PLACE,0.0867748998240882,1800,23,#1464a5cc,#1464a5cc,@EAAgmgfmI`{y`gAmDrFcC~BoAxAw@jAeChGo@pBcB|CgGdG,"<div><strong>CAULFIELD PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,800</span></div>"
road_3314627,path,3314627,sealed,CAISTOR STREET,0.0867066594401839,1801,23,#1464a5cc,#1464a5cc,@EAAcmrjmIv|c`gAfCoAdA_BzMy_@PsBMsA,"<div><strong>CAISTOR STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,801</span></div>"
road_7742784,path,7742784,sealed,,0.0865523525748339,1802,23,#1464a5cc,#1464a5cc,@EAAcg}emI~gucgAkLgDuk@dI,"<div><strong>Road 7742784</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,802</span></div>"
road_3314630,path,3314630,sealed,SEFTON CRESCENT,0.0864470591932176,1803,23,#1464a5cc,#1464a5cc,@EAAiacimIpgq_gAjPum@,"<div><strong>SEFTON CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,803</span></div>"
road_7742859,path,7742859,sealed,OOLONG COURT,0.0864285878246893,1804,23,#1464a5cc,#1464a5cc,@EAAiqeimI`so}fAd@qChBqFvQy_@,"<div><strong>OOLONG COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,804</span></div>"
road_8329742,path,8329742,sealed,ODERINGS PLACE,0.086214063402516,1805,23,#1464a5cc,#1464a5cc,@EAAaphimIpo_~fAfg@bHnGdBxFxC,"<div><strong>ODERINGS PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,805</span></div>"
road_3314676,path,3314676,sealed,SMART PLACE,0.0861422193630156,1806,23,#1464a5cc,#1464a5cc,@EAAy_ojmIdex_gAlSul@,"<div><strong>SMART PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,806</span></div>"
road_3314626,path,3314626,sealed,MARLOWE PLACE,0.0861193553385517,1807,23,#1464a5cc,#1464a5cc,@EAAof|imIn`~_gAsHdBaG|B{]rT,"<div><strong>MARLOWE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,807</span></div>"
road_3314584,path,3314584,sealed,WORCESTER DRIVE,0.0860139581665315,1808,23,#1464a5cc,#1464a5cc,@EAAelohmIppy}fAwHhVmA~HeApL,"<div><strong>WORCESTER DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,808</span></div>"
road_3314587,path,3314587,sealed,EVERLEIGH COURT,0.0859807039131323,1809,23,#1464a5cc,#1464a5cc,@EAA}zxfmIllp}fAoMnEsBt@wA~@aAnAsKnH_A`@_CbA{B`@{BD,"<div><strong>EVERLEIGH COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,809</span></div>"
road_7742834,path,7742834,sealed,WETHERBY ROAD,0.0859759967778467,1810,23,#1464a5cc,#1464a5cc,@EAAuu|fmIlgl}fAzEqDlDcDrBkBtCsAzBa@~GcAtPaA,"<div><strong>WETHERBY ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,810</span></div>"
road_3314397,path,3314397,sealed,PHILIP STREET,0.0859146343462209,1811,23,#1464a5cc,#1464a5cc,@EAAkebhmIbp_`gAmAbCkSxa@gBvC,"<div><strong>PHILIP STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,811</span></div>"
road_3314081,path,3314081,sealed,RUA STREET,0.0858583254219633,1812,23,#1464a5cc,#1464a5cc,@EAA}`zgmIz}aagAuJmn@,"<div><strong>RUA STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,812</span></div>"
road_3314568,path,3314568,sealed,CADMAN COURT,0.0858322200313993,1813,23,#1464a5cc,#1464a5cc,@EAAmwihmI~ei~fAzQr@p[dElJpB,"<div><strong>CADMAN COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,813</span></div>"
road_3314064,path,3314064,sealed,HAWK STREET,0.0858281053183226,1814,23,#1464a5cc,#1464a5cc,@EAAwtzgmIbwoagAc\li@,"<div><strong>HAWK STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,814</span></div>"
road_3314198,path,3314198,sealed,OLYMPIA PLACE,0.0857980164763246,1815,23,#1464a5cc,#1464a5cc,@EAAgi~kmI|~mbgAxk@t_@,"<div><strong>OLYMPIA PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,815</span></div>"
road_3314089,path,3314089,sealed,MONIQUE PLACE,0.0856411276844951,1816,23,#1464a5cc,#1464a5cc,@EAA{nyfmIppgbgAzF}AlE_B`FyD`AcCq@{CkBaC}BwCu@eBqAgB,"<div><strong>MONIQUE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,816</span></div>"
road_3314636,path,3314636,sealed,DALMONT PLACE,0.0855314428902504,1817,23,#1464a5cc,#1464a5cc,@EAA{cjimIxsg_gAxE|@hq@dM,"<div><strong>DALMONT PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,817</span></div>"
road_3314013,path,3314013,sealed,GLENSIDE RISE,0.0854972763952888,1818,23,#1464a5cc,#1464a5cc,@EAAg|`fmIzmcagAqCcDgCyCcFcGgCkDiFuFgDsBuCuA,"<div><strong>GLENSIDE RISE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,818</span></div>"
road_3314752,path,3314752,sealed,MILLIE PLACE,0.0853741172613667,1819,23,#1464a5cc,#1464a5cc,@EAAm|eimIlv}}fAbBwChAmD?_Bm@wCgAoFoA{L[iF,"<div><strong>MILLIE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,819</span></div>"
road_3314161,path,3314161,sealed,FREYBERG STREET,0.0853430929810485,1820,23,#1464a5cc,#1464a5cc,@EAAm{ejmIptibgAcy@mL,"<div><strong>FREYBERG STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,820</span></div>"
road_3314589,path,3314589,sealed,HAWTRY LANE,0.0852548966391968,1821,23,#1464a5cc,#1464a5cc,@EAAk_yfmIjjm}fAuPx@uCTsAb@o@f@gEzOOrBfAhC,"<div><strong>HAWTRY LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,821</span></div>"
road_3314186,path,3314186,sealed,GEOFFREY PLACE,0.085203985797613,1822,23,#1464a5cc,#1464a5cc,@EAAggnkmIf_lbgAhAvFvPld@,"<div><strong>GEOFFREY PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,822</span></div>"
road_3314498,path,3314498,sealed,KINGSTON COURT,0.0851876846276903,1823,23,#1464a5cc,#1464a5cc,@EAAwqwfmIjfo}fAaEuBkEaAwEe@_Ho@}Ds@aBg@sAaAeDcBkGaC,"<div><strong>KINGSTON COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,823</span></div>"
road_3314485,path,3314485,sealed,DIOMEDE GLADE,0.0850630630917272,1824,23,#1464a5cc,#1464a5cc,@EAAgpqgmIzqt}fApCj@xCp@fMvCdK`CzF`AbLl@,"<div><strong>DIOMEDE GLADE</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,824</span></div>"
road_7742867,path,7742867,sealed,EKARA ROAD,0.0850047360261108,1825,23,#1464a5cc,#1464a5cc,@EAAkzwfmI|t`}fAdAtVt@fQNxD,"<div><strong>EKARA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.09 km</span><br><span>Length rank: 1,825</span></div>"
road_3314415,path,3314415,sealed,UDY PLACE,0.084792668903739,1826,23,#1464a5cc,#1464a5cc,@EAA}zyemI|dn~fApFPhF`@pCl@zH`DzQvJpB`A,"<div><strong>UDY PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,826</span></div>"
road_3314632,path,3314632,sealed,BREIDIS PLACE,0.0846620510667204,1827,23,#1464a5cc,#1464a5cc,@EAAovwimIfcs_gAem@n],"<div><strong>BREIDIS PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,827</span></div>"
road_3314289,path,3314289,sealed,GADSBY PLACE,0.0846169714721563,1828,23,#1464a5cc,#1464a5cc,@EAA}|_kmIv}eagAtx@`L,"<div><strong>GADSBY PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,828</span></div>"
road_3314226,path,3314226,sealed,ALMA STREET,0.084564740045464,1829,23,#1464a5cc,#1464a5cc,@EAAuzjimIthhagAso@{Z,"<div><strong>ALMA STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,829</span></div>"
road_3314402,path,3314402,sealed,MANGAKOEA PLACE,0.0845437913795875,1830,23,#1464a5cc,#1464a5cc,@EAAynpgmIpgd_gAmG@oH~@yDjA_FbBkFt@uILwGE,"<div><strong>MANGAKOEA PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,830</span></div>"
road_3314465,path,3314465,sealed,PASCAL PLACE,0.0845074450523885,1831,23,#1464a5cc,#1464a5cc,@EAAqnxgmItsl~fA\`CL|AQfA_CzFmEfJw@xBMhAJpC?jE,"<div><strong>PASCAL PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,831</span></div>"
road_3314111,path,3314111,sealed,DOMAIN VIEW LANE,0.0842998257118322,1832,23,#1464a5cc,#1464a5cc,@EAAw{qhmIhawagA`TuFjAg@xBiA~@e@jAe@|S{G,"<div><strong>DOMAIN VIEW LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,832</span></div>"
road_3314187,path,3314187,sealed,LOUISE PLACE,0.0842730394052101,1833,23,#1464a5cc,#1464a5cc,@EAAwhrkmIfnmbgAhKsOt@sAf@qAXsATeBxAkO,"<div><strong>LOUISE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,833</span></div>"
road_3314561,path,3314561,sealed,HORIZON PLACE,0.084223591013331,1834,23,#1464a5cc,#1464a5cc,@EAAmwfgmIpmu}fA}CpD{AxCeBxI}AtG{EdM,"<div><strong>HORIZON PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,834</span></div>"
road_6064585,path,6064585,sealed,TE RAPA ROAD,0.0840436836596147,1835,23,#1464a5cc,#1464a5cc,@EAAkgcfmIhpt~fAy@q@yBwCe@qDp@qDtBcCnCqA|@]~E_@|Ef@xDfB,"<div><strong>TE RAPA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,835</span></div>"
road_3314510,path,3314510,sealed,WINCHESTER PLACE,0.0838999180338286,1836,23,#1464a5cc,#1464a5cc,@EAAgq`hmI|gq}fAgHWaI@cE{@oDoB{CgBoDkB}Co@gFsA,"<div><strong>WINCHESTER PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,836</span></div>"
road_8329693,path,8329693,sealed,PUKATEA LANE,0.0838649748643169,1837,23,#1464a5cc,#1464a5cc,@EAAgrqemI`{t`gALe@@AzCoLjGe^,"<div><strong>PUKATEA LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,837</span></div>"
road_7742844,path,7742844,sealed,BOWERY LANE,0.0837837132706786,1838,23,#1464a5cc,#1464a5cc,@EAAaqajmI`b`_gAxUShDkG`BaExGa@dF|@,"<div><strong>BOWERY LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,838</span></div>"
road_3313949,path,3313949,sealed,SHELLEY JANE PLACE,0.0835804443151154,1839,23,#1464a5cc,#1464a5cc,@EAAurogmInslbgAtw@yL,"<div><strong>SHELLEY JANE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,839</span></div>"
road_3313983,path,3313983,sealed,JERSEY PLACE,0.0832407064320359,1840,23,#1464a5cc,#1464a5cc,@EAAysbfmI~jfagApDtB`Fv@dk@nB,"<div><strong>JERSEY PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,840</span></div>"
road_3314536,path,3314536,sealed,OAKRIDGE GROVE,0.0830659880810485,1841,23,#1464a5cc,#1464a5cc,@EAAqtngmIpqk~fA{GP}Bd@cFvAeC`@kC\sHtAsFjAmHtB,"<div><strong>OAKRIDGE GROVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,841</span></div>"
road_3314017,path,3314017,sealed,INVERARAY PLACE,0.0829871845364807,1842,23,#1464a5cc,#1464a5cc,@EAA_qffmIl~~`gAhEfCp^`RbHxC,"<div><strong>INVERARAY PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,842</span></div>"
road_3314778,path,3314778,sealed,ASHMORE COURT,0.0829107062226807,1843,23,#1464a5cc,#1464a5cc,@EAAsp`imIbsr~fAfE]bF[pCa@tBmAjAgAp@wA`E{T,"<div><strong>ASHMORE COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,843</span></div>"
road_3313981,path,3313981,sealed,SUNNY DALE,0.0828976730491941,1844,23,#1464a5cc,#1464a5cc,@EAAg`efmIvzmagA{Dn@kED_l@wG,"<div><strong>SUNNY DALE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,844</span></div>"
road_3314522,path,3314522,sealed,RIVER OAKS PLACE,0.082863185137023,1845,23,#1464a5cc,#1464a5cc,@EAAk{xfmItqi~fAbCpm@,"<div><strong>RIVER OAKS PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,845</span></div>"
road_3314095,path,3314095,sealed,DOVEDALE PLACE,0.0827695334934118,1846,23,#1464a5cc,#1464a5cc,@EAAerwfmIripagAsPeDkDg@iC@{\dA,"<div><strong>DOVEDALE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,846</span></div>"
road_3314619,path,3314619,sealed,SEARANCKE PLACE,0.0826253874519473,1847,23,#1464a5cc,#1464a5cc,@EAAuchimIxsc`gArt@vQ,"<div><strong>SEARANCKE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,847</span></div>"
road_3314235,path,3314235,sealed,FERGUSSON STREET,0.082497256214654,1848,23,#1464a5cc,#1464a5cc,@EAAygyimIr~dbgAxu@fO,"<div><strong>FERGUSSON STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,848</span></div>"
road_3314458,path,3314458,sealed,AMARIL LANE,0.0824772367757854,1849,23,#1464a5cc,#1464a5cc,@EAAeoxfmIzmw}fA_Be@_Bc@wAWeAI_CIai@lD,"<div><strong>AMARIL LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,849</span></div>"
road_3314092,path,3314092,sealed,BEAUMARIS PLACE,0.0822672729392032,1850,23,#1464a5cc,#1464a5cc,@EAAozqfmIb|zagAkObTmAnBkB~DiBrI,"<div><strong>BEAUMARIS PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.08 km</span><br><span>Length rank: 1,850</span></div>"
