geometry_id,layer_type,place_feature_id,place_name,place_type,territorial_authority_name,place_area_m2,place_area_km2,road_length_total_km,road_density_km_per_km2,place_road_density_rank,label_lon,label_lat,polygon_line_width_m,polygon_line_color_hex,polygon_fill_color_value,polygon_extrude_elevation_m,wkp,tooltip_html
sa2_175700,polygon,175700,Pukete West,SA2,Hamilton City,839719.23,0.8397192299999999,8.255759339970178,9.831571131186525,21,175.2353611165903,-37.7400561073043,50,#2f3437cc,9.831571131186525,737,@EABueyfmIvvy~fA}PfhBz\kNj|AtUn}@gOjq@abA`r@coAz_CshEzo@}@rp@wZzMwj@|\kNxF{@}r@c}@xBwCnuAueBpuBamCwgB_wAsj@wc@}aBgrA_w@si@{mB|q@{[rfAUr@cMjd@cIbT|a@lOrUhOoCbH[v@cNt]qGvIsnAr}@qc@jh@wWfb@aFb\cJ|h@u[boBuApIuHne@ag@~~CgD`TeTbtA,<div><strong>Pukete West</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 8.3 km</span><br><span>Road density: 9.83 km/km2</span><br><span>Area: 0.8 km2</span></div>
sa2_179001,polygon,179001,Kirikiriroa,SA2,Hamilton City,555732.11,0.55573211,5.4586463705022625,9.822441914508525,22,175.2763470186883,-37.78119528217495,50,#2f3437cc,9.822441914508525,737,@EABk_aimIl|dagAdiCzlApdBklBldBinBbQ{]~DgFtEeGoEcGkDoEk]as@qfAm|BsByFoKmL{XePkq@}QkJgDgYaHmw@_Q_[yIea@uJ}@f@mPbJeaApo@_g@r^KFci@pc@_KpJsQpSwY|_@aDbEkGdIoJ~NeNvXuIfZyE`[c@zWlyApt@pi@~WzfArh@bXxLrk@vY,<div><strong>Kirikiriroa</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 5.5 km</span><br><span>Road density: 9.82 km/km2</span><br><span>Area: 0.6 km2</span></div>
sa2_178100,polygon,178100,Dinsdale South,SA2,Hamilton City,1561040.02,1.56104002,15.133266158844346,9.694348616920369,23,175.2403282519445,-37.79906591551545,50,#2f3437cc,9.694348616920369,727,@EABo~ufmIzqtagAgTfKgn@|b@uIdHeBlAoN`GyI|AmM`A{P]wJcB_\_Ju\sJsXeGoDjEoWjLmRhDc~Fj|@o\pLG~XIlMpXl`AZlHqCvQqPhz@qTveA_ClOzO~UhI`JjRrN~~@fv@hUvQdNrSzd@lk@xnA~fArRhP|@v@`zAtoAdp@fm@nD{Drc@oaAh]ev@`jDncBhq@ar@mAir@hx@eNrPuC_Hyp@eA}Pj}AyNfCZtt@|w@lUnJnWkWbh@dTvHpHtDkBgH{|@ed@w}ByPw_Ao^kqBjm@}@l`Dy@hGYnFw@trAu]a@aLUgJ_oAj\cZrDu^JiB_RyNuzAjBy@oMkRwH}Kkc@y_@aWxGxGbN{e@fMyC{OsZmYum@wGiBFmDil@yBaJaBuX}f@dB`@lCq]wAggBsJgc@iCkQQ}Pb@qQpBoGfA_Q|E,<div><strong>Dinsdale South</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 15.1 km</span><br><span>Road density: 9.69 km/km2</span><br><span>Area: 1.6 km2</span></div>
sa2_176201,polygon,176201,Rototuna South West,SA2,Hamilton City,1093712.48,1.09371248,10.542509991372537,9.639196940838177,24,175.26591092817813,-37.737544781866546,50,#2f3437cc,9.639196940838177,723,@EAB{tuhmIplk~fAo\jLq@{@uAY}K{@k]aG{XoCkc@cGeKw@ePpnA_Lh}@mB|VvDt[}KTqC|A{FpHaNVgE~B{J~@{FvA_BdBQpAn@xE_@nJsJxZ{CdE}AnIKpGiB|EaAtFkB~CqDjBAxHlClDvErCoBtEg@xCcBpXpp@{CxOs@dwAoAbv@eCv}@{Ff_AcLhsCeg@huAwh@|qAgk@be@c_@zOwLxJkGjh@_\dYeUbZmMpp@{b@{@uOcAsRN{NjFq]pd@eaBvj@chBb_@inAhf@oeBuhBe[}h@aHoQcB{i@qEa~AoJe}@qH_z@uKik@cHw@nAgFfNwAlIuE~g@kDjIoR~]i^lq@uBbDvqAzaAqV|N{Y|u@eGrH}j@~_@iPnPuN~LwXdIc^bT}LnScHvScKzLgIhPyK~N{NhHoIbE,<div><strong>Rototuna South West</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 10.5 km</span><br><span>Road density: 9.64 km/km2</span><br><span>Area: 1.1 km2</span></div>
sa2_180601,polygon,180601,Hillcrest West (Hamilton City),SA2,Hamilton City,890031.7,0.8900317,8.545703544637774,9.601572106519098,25,175.31262634686766,-37.795788898986444,50,#2f3437cc,9.601572106519098,720,@EAB{ghkmIncnagAenC|f@iz@mJq[x`@a{@pInBxElXfq@hf@hjB`AtDdJ|]lBtIpn@vd@pHvHzCbIrJpj@fKbl@ja@hvBaIhDef@tg@c\h]eB`A{JrGeEvAciCjbAoP~FcVfEzbBvn@pu@pWbSrHzkB|r@pG~@lIfClLrAbNz@~L@~Lu@rMeBrLyCrJoDlv@_Ydj@ytBpr@ulCvO}l@n[umAha@g}AzIc]h}@qjD|]{rAqh@pAoQFetAm^w`@sL}FeJ}]un@aH^g}A~Xgn@~K,<div><strong>Hillcrest West (Hamilton City)</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 8.5 km</span><br><span>Road density: 9.60 km/km2</span><br><span>Area: 0.9 km2</span></div>
sa2_175801,polygon,175801,Flagstaff East,SA2,Hamilton City,1820478.01,1.8204780100000004,17.2895841585831,9.49727712370615,26,175.25340335844845,-37.73308818996135,50,#2f3437cc,9.49727712370615,712,@EABi|ygmIjnu}fAsKnU}|@vpBwWfo@_DxHkItUwFfP}Vpk@if@neBc_@hnAwj@bhBqd@daBkFp]OzNbArRz@tOrR~Gt_Db\haA|TpDx@jeAnr@jY|MhZdUzUlW|fArl@hJ{GvR_J|R_N~b@{VpSgLpn@k[zSgIt~@gV|[eDjPyE|n@sTdPmGvMuFpJ_GdGiH~EyJnOkj@xD{JlMsWjMkRfPaQtOeMtQmKhQiHjUoG|U{DzZ}CyM}Uio@cjAuHwDkIoReZo{@kOoXo@kL|AgP@cUeC{LgDsGwI{LsB}E}AgMj@eOx@aHq]yH_TaGyOsG_JgHaE}GmF{[_CkDd@yEyJsdAkFMjQit@eEqHmQlCuSx@qPa@sJ}AtHeQuEgKyOaUrWgH}PcPiJ_Ecd@yEo]uUgRuQ_LgNkh@gg@mRs_@eIcPeImJgNiK{KyFmc@eBqIzOqeAtaBqRnY{IvOsf@f|@{Sj_@,<div><strong>Flagstaff East</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 17.3 km</span><br><span>Road density: 9.50 km/km2</span><br><span>Area: 1.8 km2</span></div>
sa2_176900,polygon,176900,Huntington,SA2,Hamilton City,1263417.79,1.26341779,11.91133455518344,9.427866735344482,27,175.28358329302299,-37.74427833217885,50,#2f3437cc,9.427866735344482,707,@EABkzeimIdlj~fAgv@|Ow]sBwC~@kO`[at@``@cUkDoOiMyLeE_EhH{Ll@yF~D~A~EvC|CpNlAsExBkP`B[`E`FrDP`Dg]lBkFdHoQo@mOJ{@sE{IyB_JpT_BdIkCjC{JmCuDMyCzDeE|@}BbMcG}JsF_AiRpBmFpFqLuBnKiVlEsHuHoE}N~TeOpI_ArIyLxBiMiDkQdPqbCi^{a@pgA}_BhhEeZhw@sNn_@yz@pzBmW~q@rGnA~FlJjb@~jA~QsKnMeC|G}B`b@{QbjGm_D|UcIjWwFpOvBsPzh@lm@xDt_@v@rPEjZaAdXeBdGcAxCaBf@}@DMrDmHpCqLjBwNhC{ClLmCtGJ`a@|Dxm@nLtUfDfFdBnOfDfJtAbFNpFdAdAkHnEkCzGqATeA~CoCbAgBe@sDl@aCfGgCnJgAjAiAtBNhCUhWzGzM`@bTsIxBWd@IxGyCtGoH`H_G`AcBxF@~Em@lFArCmAfBj@pBfC`Bd@vLVpMfAxVpH|CH~EqAlNiGGeA}AmBd@_AbC{AtZcItDgBhDeEnCcLk@wAgGqFxAwJxQwe@|AgPbBqXf@yCnBuEwEsCmCmD@yHpDkBjB_D`AuFhB}EJqG|AoIzCeErJyZ^oJo@yEPqA~AeBzFwAzJ_AfE_C`NWzFqHpC}A|KUaMiDgKeGqVsCkBuGmDmFaDoJuCkFEgBpDcQa@y@sKyC_CwAgAuB}@wHkR_SMmCdCaGuEmIA{@lEgEPmDeAeFwCkHiCkEiGkHqKeHuH_D}BHgFfAuASyByAiMf@gBk@cBeD{Bc@sB@{GrD_BLkOaGkNu@}DkAiGIcBPsAtAwAf@eHsAuK`EkENaBYa^aZwPm@AtMqBzE,<div><strong>Huntington</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 11.9 km</span><br><span>Road density: 9.43 km/km2</span><br><span>Area: 1.3 km2</span></div>
sa2_179600,polygon,179600,Peachgrove,SA2,Hamilton City,1435712.86,1.43571286,13.452743849677695,9.370079647874503,28,175.2983584889916,-37.7800404823452,50,#2f3437cc,9.370079647874503,703,@EAB{`ljmItnl`gAiOlS{ZaMkb@fp@oWxw@xo@fLsfAng@o]iGe^cCEhAya@Bd@o`AeGoC_{@heCzc@`IaArD{m@`kBuBKuJvy@i]ndDqReA_gFoWapCcPoRgAkZ~FgoE`|@zm@lJu@Tc@fCfmA~QlsApRny@lLpVpD~cBrVtdAt\j}@pZlgA|]IdF}Lde@wNdj@cCjJftBxZpCrDrIdEvI|LxHkAzDQbDZ|~Bh\~nDnf@bJqtA~Fa~@xImpArFyZsIsnB?EsFst@cBsTyBqi@`xBnY`rAvQz`@hF|`AtMv}AjT|EzAjX{dA{o@sRpJqRlQy]wSwwAwSqsA}DoWeIai@{nAhA_P{jAcFVw{@hFRaCpCiCmn@_WehA{c@bMsPgKcEvVu\`CkDkTyIoUf\_aBmp@qAdB,<div><strong>Peachgrove</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 13.5 km</span><br><span>Road density: 9.37 km/km2</span><br><span>Area: 1.4 km2</span></div>
sa2_179801,polygon,179801,Hamilton West,SA2,Hamilton City,399458.82,0.39945882,3.7415017172673686,9.366426600036942,29,175.28521079788266,-37.7966421739709,50,#2f3437cc,9.366426600036942,702,@EABqxximI~cwagAmHbDe]mRifAwh@MbAw@pUh@jRzC~ThEdObIbT|S~a@xXxu@xKjSlYh^hVlUb[vY`AjCjJjGvU`UhN|WpL`OdOtWtGnUlExZ`b@wClm@eCrvA{GlG_@~GtCzr@uBpEG~Gp@xHqIdn@sC^bHn[{Ao@_HpVgAtE]uHe_AKsAlAoMhG{o@bKkeAgu@wT}m@oPwOhZsi@oOyAVwgAa[P]eIaCmLqC`HsJhAyEf@qPyHqRcV{PqTqM{u@vw@grBidArXe`@mTcKgk@xl@cMvM,<div><strong>Hamilton West</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 3.7 km</span><br><span>Road density: 9.37 km/km2</span><br><span>Area: 0.4 km2</span></div>
sa2_180400,polygon,180400,Deanwell,SA2,Hamilton City,670204.91,0.67020491,6.196390167019658,9.245515922913274,30,175.27545853908975,-37.820719790912904,50,#2f3437cc,9.245515922913274,693,@EABud|hmI`igcgAmFf@uScIoU}JgEm@sf@gGmuAgQ_w@oJc|AeRyTlB_zBpSxNbdAhOQlTtRfDxAdUpEfJj@rEx@vb@zKrGj@d`@lvAd]tJzd@hCa@lCyEt[OhAuYzqB??gDr]pcBvKdmD~T`GyW|BqDp@uDfxC|RvLm]|Uqq@ybAus@hbAsjBfCyCjByCt[`N~dDnvApg@mqBt_@k~AjIqb@pVs{AuzBt]u@Le`@fG_cJjsA,<div><strong>Deanwell</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 6.2 km</span><br><span>Road density: 9.25 km/km2</span><br><span>Area: 0.7 km2</span></div>
sa2_176000,polygon,176000,Pukete East,SA2,Hamilton City,1091344.29,1.09134429,9.953993704939657,9.12085562379188,31,175.24516296339135,-37.741084582099404,50,#2f3437cc,9.12085562379188,684,@EABag|fmIjm|~fAlnArQ|PghBdTctAfDaT`g@__DtHoe@tAqIt[coBbJ}h@`Fc\vWgb@pc@kh@rnAs}@pGwIbNu]Zw@nCcHsUiO}a@mO}K|TqGvJeJ`LePnOcMdJeLrGwM|Faj@lQyO|DuRdDo]`Bct@`AmaAO}m@|@aoAxDioAjJ{Z|C}UzDkUnGiQhHuQlKuOdMgP`QkMjRmMrWyDzJoOjj@_FxJeGhHqJ~FwMtFePlG}n@rTkPxE}[dDu~@fV{SfIqn@j[qSfL_c@zV}R~MwR~IiJzGng@pWbr@~^jgAz`@xsEdcAxhExaA|IvAv`AlTp{@`Oh`A`M,<div><strong>Pukete East</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 10.0 km</span><br><span>Road density: 9.12 km/km2</span><br><span>Area: 1.1 km2</span></div>
sa2_179100,polygon,179100,Enderley South,SA2,Hamilton City,765754.63,0.7657546300000001,6.954224974491391,9.081531736205617,32,175.2965391845918,-37.77023678197755,50,#2f3437cc,9.081531736205617,681,@EAByfqjmI|wj`gAyUls@aF~Mwa@nhAdGnCe@n`Axa@CDiAd^bCn]hGrfAog@yo@gLnWyw@jb@gp@zZ`MhOmSpAeB~`Blp@nUg\jTxIaCjDwVt\fKbEcMrPdhAzc@ln@~VqChCS`Cv{@iFbFW~OzjAznAiAqHkg@~E{A~eCmyAxDcCmcDqd@eR}E|i@uf@jZgW|@u@~JyYpNw_@bJyUt`@_cAr@aBzAyD~i@}wApB{FgjAiUwpA{UibB}ZiaCcd@wa@}G}yBw`@}DmAig@kJmAlDud@jsAsz@jeCpn@jLoHrSiY`{@aFfOqXb{@,<div><strong>Enderley South</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 7.0 km</span><br><span>Road density: 9.08 km/km2</span><br><span>Area: 0.8 km2</span></div>
sa2_176800,polygon,176800,Crawshaw,SA2,Hamilton City,863983.33,0.86398333,7.74704672061597,8.966662262587832,33,175.2351108360342,-37.771398715481254,50,#2f3437cc,8.966662262587832,672,@EABwmqfmIjaa`gAcRzCeIgB}f@b|@cAfBcX|e@kN~XuYjl@gQ`a@kAn@oDdEah@ldAoCrHkuApaAmfAhw@btBvdApqCjwAb\dPvd@hUzaBxy@tMfFjJlCfWtExZhCrk@fDri@rDfWl@bYMrU_@tVsAtn@oHqUgkAgCaX@mRjAwYnEq]bGaV~FaPvH_PrIuNhKkNpm@sj@pFmGdFyAkYmK_GiHa_A}_AbEw@z[aQqcAsdAoAn@qb@ma@ytAesAaFaYqm@~F{VsvAeUvByjBlQ,<div><strong>Crawshaw</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 7.7 km</span><br><span>Road density: 8.97 km/km2</span><br><span>Area: 0.9 km2</span></div>
sa2_177200,polygon,177200,Nawton East,SA2,Hamilton City,1318509.34,1.3185093400000003,11.780592891452212,8.934781524909189,34,175.23922804436523,-37.779392573810696,50,#2f3437cc,8.934781524909189,670,@EAB{qegmI~ov`gAo]vm@}Wzd@uKrQwwAp~A_M|KvIhGjdAraAbx@nt@xeAxaAdVzTb}@py@ls@zXn_A|^xAgDnk@_t@tJ}Lhz@nSjCUfKaGpx@scAt\tN|RyVfLyNnQf@\gE`B{G~FqKbf@km@xHmHd]i_@tj@}l@vUtLhfFjhCrc@tTbtAsxAh_@ie@~FoMrC}KzAcMNyN_BwRaCmLgE{KoGaKgQyQeHkEuPsIug@gQmLwFyJcIiG{IwEuMcAeK]_ZcYLgWm@si@sDsk@gDyZiCgWuEkJmCuMgF{aByy@wd@iUc\ePqqCkwActBwdAuDlC_g@b^mBxAawCdvB{KrKYh@e|@b~A,<div><strong>Nawton East</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 11.8 km</span><br><span>Road density: 8.93 km/km2</span><br><span>Area: 1.3 km2</span></div>
sa2_181000,polygon,181000,Resthill,SA2,Hamilton City,1121366.03,1.12136603,9.796033227348211,8.735803444436614,35,175.28842495150622,-37.825248424235355,50,#2f3437cc,8.735803444436614,655,@EAB}f{imIbxpcgAahBpj@qO`F{q@xUks@nVoHvBwm@l_@qu@te@wSnO_HlIkHxFqBz@aGpJ_BbEoAbLgLvc@nGf@j|@bH`c@zJro@~Np`@jg@jf@vpB|PuDxLhZrRgEtAfDrAfDsH`BpNvYbn@aNln@we@~V`i@tn@dL`_@sLp~GmyBd`Bih@gs@{kAsv@wpAvdAk_@jrDgrAzn@cUlV~AdBqNNwAhd@nCfDs]??tY{qBNiAxEu[`@mC{d@iCe]uJe`@mvAsGk@wb@{KsEy@gJk@eUqEgDyAmTuRiOPoJzk@cXbZkDnBaZdP}sCz}@o~Adg@uk@xQobBfi@ojAp_@,<div><strong>Resthill</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 9.8 km</span><br><span>Road density: 8.74 km/km2</span><br><span>Area: 1.1 km2</span></div>
sa2_179300,polygon,179300,Claudelands,SA2,Hamilton City,1383054.21,1.3830542099999998,11.993959498157096,8.672081984521126,36,175.28616990645156,-37.77957888227955,50,#2f3437cc,8.672081984521126,650,@EABmi}imI|a}`gAkXzdA}E{Aw}AkT}`AuM{`@iFarAwQaxBoYxBpi@bBrTrFrt@?DrIrnBlhCb^daA|Mj{AxSwOvl@|[hAte@mH`a@iR~CZri@zH_BdDr`@tFzJgBv@wCzm@dBlXtDOrBnOrBr`@{hAtUo_@oAaC~E}Ha@MvFo@dLyQtAqCrqBpp@|y@en@~GyF~~@dc@pp@h\lMySpWkh@bl@y`AbIiOhA{D@Kb@{WxEa[tIgZdNwXnJ_OjGeI`DcEvY}_@rQqS~JqJbi@qc@JG~f@s^daAqo@lPcJ|@g@uoAgZwImCo[yEg_@aEylBaXej@}HuLcBogDie@gnHcdAg~@sMyDbC_fClyA_FzApHjg@dI`i@|DnWvSpsAvSvwAmQx]qJpRzo@rR,<div><strong>Claudelands</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 12.0 km</span><br><span>Road density: 8.67 km/km2</span><br><span>Area: 1.4 km2</span></div>
sa2_177901,polygon,177901,Dinsdale North,SA2,Hamilton City,1286029.04,1.28602904,11.119843853001825,8.646650664281909,37,175.24377878360588,-37.78780289028295,50,#2f3437cc,8.646650664281909,648,@EAB_ilgmIlw~`gAykBf_ByIcHgDvC_FpBk]eBhk@niBh_@ttA`[|gAxIl[d]bnAtLzb@jXhaAfnAjlE~E~VnCvFb]d_@n\qLb~Fk|@lRiDnWkLnDkErXdGt\rJ~[~IvJbBzP\lMaAxI}AnNaGdBmAtIeHfn@}b@fTgK~P}EnGgApQqB|Pc@jQPfc@hCfgBrJp]vAa@mC|f@eBk@gKxCMy^mcC{E^aSyqAgHaf@gByBya@|H_CkOwOgB_xD_t@{^iH_qC{h@{M}Dcq@wWo_A}^ms@{Xc}@qy@eV{TyeAyaAcx@ot@kdAsaAEDuBpDiN|Dq]~YgDtC,<div><strong>Dinsdale North</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 11.1 km</span><br><span>Road density: 8.65 km/km2</span><br><span>Area: 1.3 km2</span></div>
sa2_175501,polygon,175501,Flagstaff South,SA2,Hamilton City,1547382.72,1.54738272,13.308764896934182,8.600823005787593,38,175.2407900272293,-37.72860151596325,50,#2f3437cc,8.600823005787593,645,@EAB}kdfmItyh}fAI\_Gw@kV|DgLzZmOra@}KzRwNzf@o_@lh@{o@~Wy`@|ReSrMmGnQsKhPeZfW{SpEsFjBwXb@eQdCmn@sa@iZvWo{@sKmJe@iI`@}KfFaPxF}J~@yHy@q\uI{IwDqGo@iBZkBdBqArN}BtF_JzH{JxKeAnCkEjEyBdFaBe@}AqCY{QFgKtf@gp@qEa@sEq@aJuCgMoKcKkKuCeEuJ_HmCnAcShF}Kx@gIIiSoAojAtHoVbCeIbAeHdC_FbD}[t[wF~EmDlCkUxB}ONkD~QcBlEiJxIyObIcDVmT`@yHW_Vm@eHFaVhCwJrBsUvHmOfI}n@ro@gCvAsN~DdEpHkQht@jFLxJrdAe@xE~BjDlFz[`E|G~IfHxOrG~S`Gp]xHy@`Hk@dO|AfMrB|EvIzLfDrGdCzLAbU}AfPn@jLjOnXdZn{@jInRtHvDho@bjAxM|UhoAkJ`oAyD|m@}@laANbt@aAn]aBtReDxO}D`j@mQvM}FdLsGbMeJdPoOdJaLpGwJ|K}TbIcTbMkd@Ts@z[sfAzKa_@~KwXnOiYbSgYhT{V~YiYlmAgbA|NuNzIyM|MkZrKiR`]eh@h_@kc@jtAmwArb@un@~P_MfZ}h@tLuOcSqQkAgBg@mCcEmEgF}JyBeI~BcFUuEp@kGjC{DNqAgIcGy@qCqAyAmJuF^iNmAeAgAMkANoDtDkIx@oBIqCyBg@aKuE}G_PlW,<div><strong>Flagstaff South</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 13.3 km</span><br><span>Road density: 8.60 km/km2</span><br><span>Area: 1.5 km2</span></div>
sa2_178201,polygon,178201,Fairfield North (Hamilton City),SA2,Hamilton City,738561.53,0.73856153,6.343816690695873,8.58942204950192,39,175.2817273649159,-37.766541623754094,50,#2f3437cc,8.58942204950192,644,@EABofsimIhyd`gAtLrFfZtXbQ|TvK`KtOlItEzAxFj@`]nD~[zE~]|GddArXjHkOzvE`q@vJgLl~AbUh@kAfi@}jA|Bd@bLmVnBaEmCa@`[cq@`Dd@tfA}fCfA{Cac@qGy\}E_sBuYihAuOu|@iMeaC_]cFq@ujCo_@_aByUsb@iGea@yFuy@m_@_w@a\wGlDyf@zZ{MrRyKzq@}Jdn@W`BiPhaAgFpZvi@zEfFlA|H~CtHxF`E~FbN`b@xB~DnDpD~HrFdKvDte@hHj\vEf\tExGxA,<div><strong>Fairfield North (Hamilton City)</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 6.3 km</span><br><span>Road density: 8.59 km/km2</span><br><span>Area: 0.7 km2</span></div>
sa2_180800,polygon,180800,Silverdale (Hamilton City),SA2,Hamilton City,802221.83,0.8022218299999999,6.877848165994661,8.573499135513005,40,175.32763509826324,-37.7916816319765,50,#2f3437cc,8.573499135513005,643,@EABokolmI|rfagA@fAuCnEa@pCiDbCrDjE@|GcCPaA`AFrCaBhA{AnCuD~@oExE{IDkCbE{JxBSjCg@n@qLxA}FzAiCKwBdHsFrAQ|AgD~H^tCv@l@G~AfBdCtB@f@zC`Ev@\xAa@fAt@bAbFxA|AtBdBPrHy@vHbCv@z@jA`IQtDcB|Ff@xCfS`TbCv@xKlAzB~@`DtEjC`ArGhFlArLMb@_EtAMlDeBfC?~@bBvBvJzFfDxF]jCp@|A~LfIdSi@~L}AhFtDz@pB^fFfE~Ed@`AAzAeBpBeEjC_FhL}AnCeE`E{@hCEZqAvCoElCsM~B_FrC{Ej@{DdCu@~ALxEbEzDhFfHvBv@nEvHVtAfERpEhDrJbDxE`CnGrE|HvLdFb@`D|@lGfDHfD}AxO?jF^lJlBvOHfIaBjA_I?{BzAwCC_FoA_DiB{CkC{AcDiHVgF]{Bx@_EfFmElJWjU\x@pBhAXxCu@xCcGbFsAfCEbRrAxB`CdTpClB~GtChGpFnGfNrOvLyHxUmElPf[zSzcBvfAlj@~YbeAusC`CqG|t@iqBdJqV_GkBpO{WjB{C`gDzt@bEz@bA{DhFyStx@xKdCZbU{}@VaA`Sex@~RcO|G_@a[_UpdAyc@{}@sn@mS|NyrBsvA_^t]qFw@atD}jBeqFooCsHjGcy@wb@O^}B`E_Dh@qFhEqGbAd@rD{@xCfBvE,<div><strong>Silverdale (Hamilton City)</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 6.9 km</span><br><span>Road density: 8.57 km/km2</span><br><span>Area: 0.8 km2</span></div>
sa2_181101,polygon,181101,Fitzroy (Hamilton City),SA2,Hamilton City,1489446.57,1.4894465699999997,12.500407378529468,8.392652432325566,41,175.3004887703975,-37.8167339319251,50,#2f3437cc,8.392652432325566,629,@EABqiqjmIjirbgAaEZcBa@[f@_B?}BAa@m@}Bh@yKy@i^{@kWaBe`@kFk[aH{F|OogAhgCkFdAaHv@iJzYxJtF_AxC`jFnxCy_@td@va@n[}o@dc@c`@jp@au@de@}_BlcA_fCf~AcTkPwErEsEtHsExMiCjDgFrD_M|EsMvD_NlIiFlIkFpLb~BfgBlMeJbDvD|}@lz@zNjPdAph@jXBlHvNzu@sPhiC{o@rN`X_TplAgVnuAzwA{@jeDh^hmAfBfx@_Kv^cGvL`Xpu@ue@u[qNpHkNuTo@cIcf@bScJhGeFtBqDdHc[wMoAlI_`@kOk@qEiIv@mDtBiEtFwFoB{CyA_AqFBgKcEwIeAkDiAsAcBYiCbAoDnBk@jJs@tCgBf@kFc@}@VoBvCwC`@gChCyDrEgCjHyBDkAxB}CwBwDC{@r@{AjBi@fIFvC_Ai@cEoB_FAyAvEcD~BaEbFsD|FaLlMwG~E{DX_Ae@uHyAkCIcI_@sAaXcUaWgQ`@eFgBmIr@uIOqAeEeHiC{AcDwDyEsBeA{Ak@wEVeBdCuBpHcLeAmHaDoJnD{E_@i@yKeEeKiNa@sDr@q@hCKZaAcAmKP}JmAaE~C{Kv@wJ~G_IjNwHdBqIlD}ExFgEjBsG_A}IPyAv@q@nDkA~I}RJWn@yCUaJrDuJmPaHaFiAaGAqRbAuGi@wGgCoMkK{G_B{GDoEn@yDfBcEdFiI|AyILuOgBkJ}A_GqBySqN{C}DuGiSiB{ByDmBgEg@{ItBqCFcl@sHuf@{AqD{@aFmFaG_LeVi\aA}E_McL}@_B@}BtDeBtTqCzDoBxBoFyAmHMqDfBwCvB{HvDwI~GiKlDyDnF}DfZuPlPsLzJ{JdCiFz@qFZwLgAsUAMiD_MgUwk@EBiD~BaBDcJrCoJtAwXzB}gApBs_@F,<div><strong>Fitzroy (Hamilton City)</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 12.5 km</span><br><span>Road density: 8.39 km/km2</span><br><span>Area: 1.5 km2</span></div>
sa2_180200,polygon,180200,Hamilton East,SA2,Hamilton City,2221222.13,2.22122213,18.18643569141986,8.18758081228907,42,175.2993399112242,-37.80095642365405,50,#2f3437cc,8.18758081228907,614,@EABcobkmI`y_bgAqr@tlCej@xtByq@nkCfXaBfM?`NZxSdBrUdEhZzIpTrKbr@p`@j_@bRn`@bPbh@fO~\zGpYlCdfAtArY`BhQbDdg@bQdX|Ij[`Hd`@jFjW`Bh^z@xKx@|Bi@`@l@|B@~A?Zg@bB`@`E[r_@G|gAqBvX{BnJuAbJsC`BEhD_CDCfLcI`OoObQ{VzMwUbLaLtI}EhPaG~X}GvUiDZCjLoAjKMpw@lAhb@BdgAoF`Hu@bQqD|m@yUdf@aUvM_JjV_T|W_KjqAu_@t^}NRKvSyLnQeN`KiJlYo]FKlLaOrJcOvMoXtEmRhA_CbAwNSo@`AmB`@oGLaJmEyZuGoUeOuWqLaOiN}WwUaUkJkGaAkCc[wYiVmUmYi^aiBaSuXpdAmf@~iBs[wDsIcAow@ob@yd@}U_MiJaD}AkH_DwjA{Pc}@sMuQkCurAgRupA{QmhD{e@_gGmy@s{Ba[{Ib]ia@f}Ao[tmAwO|l@,<div><strong>Hamilton East</strong><br><span>Type: SA2</span><br><span>Territorial authority: Hamilton City</span><br><span>Road length: 18.2 km</span><br><span>Road density: 8.19 km/km2</span><br><span>Area: 2.2 km2</span></div>
